	0
排稀烂样便	[['排稀烂样便', '排', '稀烂样便', 0.017978874822084052], ['排稀烂样便', '排稀烂', '样便', 0.07722007722007722]]
排稀烂大便	[['排稀烂大便', '排稀烂', '大便', 0.0003714742913413519], ['排稀烂大便', '排', '稀烂大便', 0.012660124353884186]]
排稀烂便	[['排稀烂便', '排', '稀烂便', 0.0017770345260355392], ['排稀烂便', '排稀烂', '便', 0.018422567645365574], ['排稀烂便', '排稀', '烂便', 0.021153228700398513]]
排稀烂	[['排稀烂', '排', '稀烂', 9.292878336309267e-05], ['排稀烂', '排稀', '烂', 0.001435602953240361]]
排稀水样便	[['排稀水样便', '排稀', '水样便', 0.0002759120425852122], ['排稀水样便', '排', '稀水样便', 0.0003580275934397772], ['排稀水样便', '排稀水样', '便', 0.0037996545768566492], ['排稀水样便', '排稀水', '样便', 0.058166862514688604]]
排稀水样	[['排稀水样', '排', '稀水样', 7.374147876245412e-05], ['排稀水样', '排稀', '水样', 0.00016813002054922473], ['排稀水样', '排稀水', '样', 0.0007672634271099745]]
排稀水	[['排稀水', '排稀', '水', 0.00013311725894200717], ['排稀水', '排', '稀水', 0.002412165705296277]]
排烂便每天	[['排烂便每天', '排烂便', '每天', 1.281359129085827e-06]]
排烂便次	[['排烂便次', '排烂便', '次', 1.1804682091057776e-06]]
排烂便	[['排烂便', '排', '烂便', 0.0009254141398871342]]
排浓茶样	[['排浓茶样', '排', '浓茶样', 8.279744983854497e-05]]
排泡沫样	[['排泡沫样', '排', '泡沫样', 0.0006712113266911379]]
排泡沫尿	[['排泡沫尿', '排', '泡沫尿', 3.226977532168932e-05]]
排水样大便	[['排水样大便', '排水样', '大便', 0.00015106754397744058], ['排水样大便', '排', '水样大便', 0.0003932878867330886]]
排水样便	[['排水样便', '排', '水样便', 0.00019859973246354293], ['排水样便', '排水样', '便', 0.04025749725231591]]
排水样	[['排水样', '排', '水样', 1.1422222452974191e-05]]
排柏油样大便	[['排柏油样大便', '排柏油样', '大便', 0.00013078532742491383], ['排柏油样大便', '排', '柏油样大便', 0.004457262716308337]]
排柏油样便	[['排柏油样便', '排', '柏油样便', 1.4066928884641024e-05], ['排柏油样便', '排柏油样', '便', 0.00017271157167530224]]
排柏油样	[['排柏油样', '排', '柏油样', 0.0023597273203985318]]
排成形大便	[['排成形大便', '排', '成形大便', 0.003644467750393288]]
排成形便	[['排成形便', '排', '成形便', 0.0005243838489774515]]
排成型	[['排成型', '排', '成型', 0.0007865757734661773]]
排尿顺畅	[['排尿顺畅', '排尿', '顺畅', 0.002170909808565226]]
排尿费力	[['排尿费力', '排尿', '费力', 0.0005328596802841918]]
排尿痛	[['排尿痛', '排尿', '痛', 4.874663048537815e-07], ['排尿痛', '排', '尿痛', 5.007183199603769e-07]]
排尿困难	[['排尿困难', '排尿', '困难', 0.00028189144445324373]]
排大便正常	[['排大便正常', '排', '大便正常', 8.134433280971508e-07], ['排大便正常', '排大便', '正常', 2.058228993230606e-06]]
排大便次	[['排大便次', '排大便', '次', 1.271070105447976e-06], ['排大便次', '排', '大便次', 0.00022473593527605064]]
排大便	[['排大便', '排', '大便', 5.944824284936396e-05]]
排卵障碍	[['排卵障碍', '排卵', '障碍', 0.00036231884057971015]]
排卵正常	[['排卵正常', '排卵', '正常', 9.705289589321704e-05]]
排卵期同房	[['排卵期同房', '排卵期', '同房', 0.0004248642124321062], ['排卵期同房', '排卵', '期同房', 0.020370370370370372]]
排卵期	[['排卵期', '排卵', '期', 0.00037643345861038835]]
排卵受孕	[['排卵受孕', '排卵', '受孕', 7.744733581164808e-05]]
排列群集性	[['排列群集性', '排列', '群集性', 0.15]]
排便费力	[['排便费力', '排便', '费力', 0.00037645448323066395]]
排便次数增多	[['排便次数增多', '排便', '次数增多', 0.00026417858472327295], ['排便次数增多', '排便次数', '增多', 0.002012072434607646]]
排便次数	[['排便次数', '排便', '次数', 2.676669763955965e-05]]
掌指关节	[['掌指关节', '掌', '指关节', 0.05555555555555555]]
换奶粉	[['换奶粉', '换', '奶粉', 0.0022995113538373095]]
损切除术	[['损切除术', '损', '切除术', 0.0023969319271332696]]
挫裂伤	[['挫裂伤', '挫', '裂伤', 0.040880503144654086]]
按压人中	[['按压人中', '按压', '人中', 0.003592814371257485]]
指端麻木	[['指端麻木', '指端', '麻木', 0.000638080653394589]]
指疼痛	[['指疼痛', '指', '疼痛', 1.9266733800530222e-05]]
指甲脱落	[['指甲脱落', '指甲', '脱落', 0.0005367686527106817]]
指甲变形	[['指甲变形', '指甲', '变形', 0.0021208907741251328]]
指标正常	[['指标正常', '指标', '正常', 2.6549424408478823e-05]]
指标升高	[['指标升高', '指标', '升高', 0.0008178844056706652]]
指尖血糖	[['指尖血糖', '指尖', '血糖', 0.0011124595469255664]]
指尖血氧	[['指尖血氧', '指尖', '血氧', 0.06111111111111111]]
指导同房未孕	[['指导同房未孕', '指导同房', '未孕', 0.0025083275323464944]]
指导同房后妊娠	[['指导同房后妊娠', '指导同房', '后妊娠', 0.0018335166850018336]]
指导同房受孕	[['指导同房受孕', '指导同房', '受孕', 0.0014722661857263792], ['指导同房受孕', '指导', '同房受孕', 1.6]]
指导同房	[['指导同房', '指导', '同房', 0.012190706095353047]]
指关节疼痛	[['指关节疼痛', '指关节', '疼痛', 1.6269686320447742e-05], ['指关节疼痛', '指', '关节疼痛', 9.48316737790422e-05]]
指关节	[['指关节', '指', '关节', 0.00023322708543885564]]
持续隐痛	[['持续隐痛', '持续', '隐痛', 3.861407548398288e-06]]
持续阳性	[['持续阳性', '持续', '阳性', 8.861861305962653e-06]]
持续至今未净	[['持续至今未净', '持续', '至今未净', 0.00012092798273520493], ['持续至今未净', '持续至今', '未净', 0.0006707946336429308]]
持续至今	[['持续至今', '持续', '至今', 8.487622217599335e-05], ['持续至今', '持续至', '今', 0.00030586404343269417]]
持续至	[['持续至', '持续', '至', 1.6218830356932223e-05]]
持续约数秒钟	[['持续约数秒钟', '持续约数秒', '钟', 0.036923076923076927], ['持续约数秒钟', '持续约', '数秒钟', 0.07453416149068323]]
持续约数秒	[['持续约数秒', '持续约', '数秒', 0.03140096618357488]]
持续约数十分钟	[['持续约数十分钟', '持续约', '数十分钟', 0.06086956521739131]]
持续约数分钟后缓解	[['持续约数分钟后缓解', '持续约数分钟', '后缓解', 0.00011103215491206254]]
持续约数分钟可缓解	[['持续约数分钟可缓解', '持续约数分钟', '可缓解', 7.453786523553965e-05], ['持续约数分钟可缓解', '持续约', '数分钟可缓解', 0.036231884057971016]]
持续约数分钟	[['持续约数分钟', '持续', '约数分钟', 0.005408778864156439], ['持续约数分钟', '持续约', '数分钟', 0.10766045548654245]]
持续约半小时	[['持续约半小时', '持续', '约半小时', 0.0005842543453916938], ['持续约半小时', '持续约半', '小时', 0.0006409828403552113], ['持续约半小时', '持续约', '半小时', 0.004356902968140147]]
持续约半	[['持续约半', '持续', '约半', 0.0013893429225237005], ['持续约半', '持续约', '半', 0.0014492753623188406]]
持续约分钟	[['持续约分钟', '持续约', '分钟', 0.002219610915263089]]
持续约几分钟	[['持续约几分钟', '持续约', '几分钟', 0.033816425120772944]]
持续约两	[['持续约两', '持续约', '两', 0.0016830294530154279]]
持续约	[['持续约', '持续', '约', 4.230834320528008e-05]]
持续时间长	[['持续时间长', '持续', '时间长', 0.00017877574370709382], ['持续时间长', '持续时间', '长', 0.0005221386800334168]]
持续时间短	[['持续时间短', '持续', '时间短', 0.0014492753623188406], ['持续时间短', '持续时间', '短', 0.00411522633744856]]
持续时间	[['持续时间', '持续', '时间', 0.0001506175318807109]]
持续数秒钟	[['持续数秒钟', '持续', '数秒钟', 0.0004903563255966002], ['持续数秒钟', '持续数秒', '钟', 0.011428571428571429], ['持续数秒钟', '持续数', '秒钟', 0.041666666666666664]]
持续数秒后缓解	[['持续数秒后缓解', '持续数秒', '后缓解', 0.001759595293082591], ['持续数秒后缓解', '持续数', '秒后缓解', 0.26666666666666666]]
持续数秒	[['持续数秒', '持续', '数秒', 0.0006674294431731503], ['持续数秒', '持续数', '秒', 0.029661016949152543]]
持续数小时	[['持续数小时', '持续', '数小时', 5.8102116704805495e-05], ['持续数小时', '持续数', '小时', 0.0004918653045781309]]
持续数天	[['持续数天', '持续', '数天', 4.4839899140120205e-06], ['持续数天', '持续数', '天', 6.663113006396588e-05]]
持续数十秒	[['持续数十秒', '持续', '数十秒', 0.012128146453089244]]
持续数十分钟	[['持续数十分钟', '持续', '数十分钟', 0.0011441647597254005]]
持续数分钟缓解	[['持续数分钟缓解', '持续数分钟', '缓解', 2.4257949329995438e-05], ['持续数分钟缓解', '持续数', '分钟缓解', 0.003720238095238095]]
持续数分钟左右	[['持续数分钟左右', '持续数分钟', '左右', 2.8507571611019887e-05], ['持续数分钟左右', '持续数', '分钟左右', 0.004432624113475178]]
持续数分钟后自行缓解	[['持续数分钟后自行缓解', '持续数分钟', '后自行缓解', 0.005787037037037037], ['持续数分钟后自行缓解', '持续数', '分钟后自行缓解', 0.061274509803921566]]
持续数分钟后缓解	[['持续数分钟后缓解', '持续数分钟', '后缓解', 0.0005559832349670687], ['持续数分钟后缓解', '持续数', '分钟后缓解', 0.025193798449612403]]
持续数分钟后可自行缓解	[['持续数分钟后可自行缓解', '持续', '数分钟后可自行缓解', 0.011568777015001272], ['持续数分钟后可自行缓解', '持续数分钟', '后可自行缓解', 0.15676141257536608], ['持续数分钟后可自行缓解', '持续数', '分钟后可自行缓解', 3.033333333333333]]
持续数分钟可自行缓解	[['持续数分钟可自行缓解', '持续数分钟', '可自行缓解', 0.00020238818053025704], ['持续数分钟可自行缓解', '持续数', '分钟可自行缓解', 0.045454545454545456]]
持续数分钟	[['持续数分钟', '持续', '数分钟', 0.0007355344883949003], ['持续数分钟', '持续数', '分钟', 0.0045045045045045045]]
持续数	[['持续数', '持续', '数', 2.20031684562577e-05]]
持续性隐痛	[['持续性隐痛', '持续性', '隐痛', 4.5487055640843787e-05], ['持续性隐痛', '持续', '性隐痛', 0.010869565217391304]]
持续性钝痛	[['持续性钝痛', '持续性', '钝痛', 6.714977197056602e-05]]
持续性跳痛	[['持续性跳痛', '持续性', '跳痛', 0.0006587072869493619]]
持续性绞痛	[['持续性绞痛', '持续性', '绞痛', 0.000251323637825883], ['持续性绞痛', '持续', '性绞痛', 0.009534706331045004]]
持续性疼痛	[['持续性疼痛', '持续性', '疼痛', 5.542008423852804e-06], ['持续性疼痛', '持续', '性疼痛', 0.001225002487314695]]
持续性加重	[['持续性加重', '持续性', '加重', 8.320285612713397e-07], ['持续性加重', '持续', '性加重', 0.0003312055883415633]]
持续性加剧	[['持续性加剧', '持续性', '加剧', 3.1625178385771834e-06]]
持续性	[['持续性', '持续', '性', 0.00018615208722088988]]
持续存在	[['持续存在', '持续', '存在', 4.1932739885224104e-05]]
持续半小时	[['持续半小时', '持续', '半小时', 4.2995752975067244e-05], ['持续半小时', '持续半', '小时', 0.0008172531214528944]]
持续半	[['持续半', '持续', '半', 1.1217301565935299e-05]]
持续几秒钟	[['持续几秒钟', '持续', '几秒钟', 0.00024087679152113694], ['持续几秒钟', '持续几秒', '钟', 0.045714285714285714]]
持续几分钟	[['持续几分钟', '持续', '几分钟', 0.0006356470887363336]]
持物不稳	[['持物不稳', '持物', '不稳', 0.0015408320493066256]]
拟间质部不通	[['拟间质部不通', '拟', '间质部不通', 0.002085703450891164]]
拟计划怀孕	[['拟计划怀孕', '拟', '计划怀孕', 6.64864146092815e-05]]
拟计划二胎	[['拟计划二胎', '拟', '计划二胎', 0.00015057217426219636]]
拟行试管婴儿	[['拟行试管婴儿', '拟', '行试管婴儿', 0.010921501706484642], ['拟行试管婴儿', '拟行', '试管婴儿', 0.025]]
拟行人工受孕	[['拟行人工受孕', '拟', '行人工受孕', 0.0061433447098976105], ['拟行人工受孕', '拟行', '人工受孕', 0.02556818181818182]]
拟结节	[['拟结节', '拟', '结节', 6.387910423244694e-05]]
拟怀孕	[['拟怀孕', '拟', '怀孕', 0.0001100957833314984]]
拟子宫	[['拟子宫', '拟', '子宫', 1.4621043441208785e-05]]
拟妊娠	[['拟妊娠', '拟', '妊娠', 1.7775881683731512e-05]]
拖步行走	[['拖步行走', '拖步', '行走', 0.002654720424755268]]
拖尾严重	[['拖尾严重', '拖尾', '严重', 0.001582663744825907]]
拔除左下后牙	[['拔除左下后牙', '拔除', '左下后牙', 0.00016968133844639767]]
拔除左上后牙	[['拔除左上后牙', '拔除', '左上后牙', 0.00014064697609001407]]
拔除右下后牙	[['拔除右下后牙', '拔除', '右下后牙', 0.00010727311735679038]]
拔牙创疼痛	[['拔牙创疼痛', '拔牙创', '疼痛', 3.1060310248127506e-05]]
拔牙创	[['拔牙创', '拔牙', '创', 0.009329940627650551]]
拒绝进食	[['拒绝进食', '拒绝', '进食', 0.0001155802126675913]]
拒绝膀胱癌根治	[['拒绝膀胱癌根治', '拒绝', '膀胱癌根治', 0.015873015873015872]]
拒服药	[['拒服药', '拒', '服药', 0.0014819634208053207]]
拐行走	[['拐行走', '拐', '行走', 0.0013550135501355014]]
拉黄色稀烂便	[['拉黄色稀烂便', '拉', '黄色稀烂便', 0.002946127946127946]]
拉黄色烂便	[['拉黄色烂便', '拉', '黄色烂便', 0.0010822510822510823]]
拉黄色水样便	[['拉黄色水样便', '拉', '黄色水样便', 0.0012332628611698379]]
拉水样便	[['拉水样便', '拉', '水样便', 3.1332527639765455e-05]]
抽搐等不适	[['抽搐等不适', '抽搐', '等不适', 2.772289671003144e-07]]
抱小孩	[['抱小孩', '抱', '小孩', 0.002717391304347826]]
抬手尤甚	[['抬手尤甚', '抬手', '尤甚', 0.012531328320802004]]
报警后	[['报警后', '报警', '后', 4.264937945152898e-05]]
护肤品过敏史	[['护肤品过敏史', '护肤品过敏', '史', 0.00010922140739584959], ['护肤品过敏史', '护肤品', '过敏史', 0.0003757380568974772]]
护肤品过敏	[['护肤品过敏', '护肤品', '过敏', 0.0001447890423652738]]
护肤品	[['护肤品', '护肤', '品', 0.38571428571428573]]
护垫可	[['护垫可', '护垫', '可', 0.0002171287437745118]]
抢救治疗	[['抢救治疗', '抢救', '治疗', 2.5593775593775595e-05]]
抢救室	[['抢救室', '抢救', '室', 0.003918495297805642]]
抗过敏药物	[['抗过敏药物', '抗过敏', '药物', 0.0002642506606266516], ['抗过敏药物', '抗过敏药', '物', 0.0004172627563185503]]
抗过敏药	[['抗过敏药', '抗过敏', '药', 0.0002588996763754045]]
抗过敏治疗好转	[['抗过敏治疗好转', '抗过敏治疗', '好转', 9.124051396178212e-05], ['抗过敏治疗好转', '抗过敏', '治疗好转', 0.005010893246187364]]
抗过敏治疗	[['抗过敏治疗', '抗过敏', '治疗', 0.00017361111111111112]]
抗过敏处理	[['抗过敏处理', '抗过敏', '处理', 0.0007125890736342043]]
抗过敏	[['抗过敏', '抗', '过敏', 6.205244672797449e-05]]
抗菌药物	[['抗菌药物', '抗菌', '药物', 0.0028312570781426952]]
抗菌素	[['抗菌素', '抗菌', '素', 0.003215434083601286]]
抗菌治疗	[['抗菌治疗', '抗菌', '治疗', 0.00021114864864864866]]
抗结核药	[['抗结核药', '抗结核', '药', 0.0001541069502234551]]
抗结核	[['抗结核', '抗', '结核', 0.00022768670309653916]]
抗精子抗体阴性	[['抗精子抗体阴性', '抗精子抗体', '阴性', 0.0002957704821058858]]
抗精子抗体阳性	[['抗精子抗体阳性', '抗精子抗体', '阳性', 0.00022450048641772056]]
抗痨治疗后症状缓解	[['抗痨治疗后症状缓解', '抗痨治疗', '后症状缓解', 0.005390835579514825]]
抗病毒治疗	[['抗病毒治疗', '抗病毒', '治疗', 0.00020913770913770914]]
抗病毒口服药	[['抗病毒口服药', '抗病毒', '口服药', 0.010884353741496598]]
抗病毒口服液	[['抗病毒口服液', '抗病毒', '口服液', 0.0665024630541872]]
抗病毒	[['抗病毒', '抗', '病毒', 0.001851851851851852]]
抗甲状腺过氧化	[['抗甲状腺过氧化', '抗', '甲状腺过氧化', 0.00205761316872428]]
抗甲状腺球蛋白抗体	[['抗甲状腺球蛋白抗体', '抗', '甲状腺球蛋白抗体', 0.0008465608465608466]]
抗生素过敏史	[['抗生素过敏史', '抗生素过敏', '史', 4.8759556873147135e-05], ['抗生素过敏史', '抗生素', '过敏史', 0.00012077294685990338]]
抗生素过敏	[['抗生素过敏', '抗生素', '过敏', 0.00010424811050299713]]
抗生素治疗	[['抗生素治疗', '抗生素', '治疗', 3.988363363363363e-05]]
抗炎治疗后症状	[['抗炎治疗后症状', '抗炎治疗', '后症状', 0.0002172548640950128], ['抗炎治疗后症状', '抗炎', '治疗后症状', 0.0023219814241486067]]
抗炎治疗后好转	[['抗炎治疗后好转', '抗炎', '治疗后好转', 0.00023529411764705883], ['抗炎治疗后好转', '抗炎治疗', '后好转', 0.0004115602707152003]]
抗炎治疗	[['抗炎治疗', '抗炎', '治疗', 0.000212528705175764], ['抗炎治疗', '抗', '炎治疗', 0.01566951566951567]]
抗感染治疗后症状好转	[['抗感染治疗后症状好转', '抗感染治疗', '后症状好转', 0.0010885341074020319], ['抗感染治疗后症状好转', '抗感染', '治疗后症状好转', 0.001366535074400243]]
抗感染治疗后好转	[['抗感染治疗后好转', '抗感染', '治疗后好转', 7.49063670411985e-05], ['抗感染治疗后好转', '抗感染治疗', '后好转', 0.00022571325388226796]]
抗感染治疗	[['抗感染治疗', '抗感染', '治疗', 0.00012336774977224414], ['抗感染治疗', '抗', '感染治疗', 0.04126984126984127]]
抗感染	[['抗感染', '抗', '感染', 0.000309802283486494]]
抗子宫内膜抗体阴性	[['抗子宫内膜抗体阴性', '抗子宫内膜抗体', '阴性', 0.00012444001991040318]]
抗子宫内膜抗体	[['抗子宫内膜抗体', '抗', '子宫内膜抗体', 0.024103468547912992]]
抗卵巢抗体阴性	[['抗卵巢抗体阴性', '抗卵巢抗体', '阴性', 0.0001735388032764126]]
抗凝药	[['抗凝药', '抗凝', '药', 0.000517799352750809]]
抗体阴性	[['抗体阴性', '抗体', '阴性', 0.00017006802721088434]]
抗体阳性	[['抗体阳性', '抗体', '阳性', 0.0004348219947459009]]
抓破后	[['抓破后', '抓破', '后', 0.00011791299024834482]]
抑郁症史	[['抑郁症史', '抑郁症', '史', 4.944631119530414e-06], ['抑郁症史', '抑郁', '症史', 0.012228260869565218]]
抑郁症	[['抑郁症', '抑郁', '症', 0.008857285429141716]]
抑郁病史	[['抑郁病史', '抑郁', '病史', 2.842631898120073e-05]]
抑郁状态	[['抑郁状态', '抑郁', '状态', 0.00641025641025641]]
抑制宫缩	[['抑制宫缩', '抑制', '宫缩', 0.002574002574002574]]
扭伤致腰部疼痛	[['扭伤致腰部疼痛', '扭伤', '致腰部疼痛', 0.003205128205128205]]
扭伤致腰痛	[['扭伤致腰痛', '扭伤', '致腰痛', 0.01201923076923077]]
扭伤腰部致疼痛	[['扭伤腰部致疼痛', '扭伤腰部', '致疼痛', 0.006122448979591836]]
扭伤腰部	[['扭伤腰部', '扭伤', '腰部', 0.0006009615384615385]]
扭伤腰痛	[['扭伤腰痛', '扭伤', '腰痛', 7.515542141147894e-06]]
扭伤左足	[['扭伤左足', '扭伤', '左足', 0.00043706293706293706]]
扭伤史	[['扭伤史', '扭伤', '史', 2.3254557893347098e-05]]
扩张型	[['扩张型', '扩张', '型', 0.0019025236416540764]]
扩展至全身	[['扩展至全身', '扩展至', '全身', 0.0005278437582475588]]
扩展至	[['扩展至', '扩展', '至', 0.000286368843069874]]
扩宫术	[['扩宫术', '扩宫', '术', 0.0006464959917248513], ['扩宫术', '扩', '宫术', 0.043478260869565216]]
打鼾病史	[['打鼾病史', '打鼾', '病史', 9.096422073984233e-06]]
打鼾明显	[['打鼾明显', '打鼾', '明显', 3.956948401392846e-06]]
打鼾史	[['打鼾史', '打鼾', '史', 6.2412232797628335e-06]]
打麻将时突发	[['打麻将时突发', '打麻将时', '突发', 0.002810304449648712], ['打麻将时突发', '打麻将', '时突发', 0.01749271137026239]]
打麻将时	[['打麻将时', '打麻将', '时', 8.97827258035554e-05]]
打篮球时	[['打篮球时', '打篮球', '时', 0.00021323397378344405]]
打球时	[['打球时', '打球', '时', 0.00028057101813611064]]
打孔术	[['打孔术', '打孔', '术', 0.0005818463925523662]]
打喷嚏流鼻涕	[['打喷嚏流鼻涕', '打喷嚏', '流鼻涕', 1.7461236600410732e-07]]
打喷嚏流清涕	[['打喷嚏流清涕', '打喷嚏', '流清涕', 1.481726240704946e-07], ['打喷嚏流清涕', '打', '喷嚏流清涕', 0.007028112449799197]]
打喷嚏流涕	[['打喷嚏流涕', '打喷嚏', '流涕', 1.264958529915795e-08], ['打喷嚏流涕', '打', '喷嚏流涕', 5.526693931690063e-05]]
打喷嚏	[['打喷嚏', '打', '喷嚏', 0.004473383146830646]]
打伤头部	[['打伤头部', '打伤', '头部', 0.0003863673336586953]]
扑尔敏片	[['扑尔敏片', '扑尔敏', '片', 0.00012931926339747568]]
才来潮	[['才来潮', '才', '来潮', 0.0025889967637540453], ['才来潮', '才来', '潮', 0.00816326530612245]]
才干净	[['才干净', '才', '干净', 0.00034501061571125263]]
手麻痹	[['手麻痹', '手', '麻痹', 0.00037292560134253216], ['手麻痹', '手麻', '痹', 0.0008383400866284756]]
手麻木	[['手麻木', '手', '麻木', 5.311191565827793e-05], ['手麻木', '手麻', '木', 0.0005700712589073634]]
手震颤	[['手震颤', '手', '震颤', 0.0009277099835866696], ['手震颤', '手震', '颤', 0.010869565217391304]]
手部起皮疹伴瘙痒	[['手部起皮疹伴瘙痒', '手部起皮疹', '伴瘙痒', 0.0003859215807347947], ['手部起皮疹伴瘙痒', '手部', '起皮疹伴瘙痒', 0.0023391812865497076], ['手部起皮疹伴瘙痒', '手', '部起皮疹伴瘙痒', 0.008892841262783458]]
手部起皮疹	[['手部起皮疹', '手部', '起皮疹', 0.0003018867924528302], ['手部起皮疹', '手', '部起皮疹', 0.0035571365051133837]]
手部皮疹	[['手部皮疹', '手部', '皮疹', 4.172661870503597e-05], ['手部皮疹', '手', '部皮疹', 0.002578923966207203]]
手部外伤	[['手部外伤', '手部', '外伤', 0.000135685210312076], ['手部外伤', '手', '部外伤', 0.0018063583815028901]]
手足麻木	[['手足麻木', '手足', '麻木', 2.4021859892502176e-05], ['手足麻木', '手足麻', '木', 0.064]]
手足麻	[['手足麻', '手足', '麻', 7.130124777183601e-05], ['手足麻', '手', '足麻', 0.005780346820809248]]
手足部皮疹	[['手足部皮疹', '手足部', '皮疹', 0.00011510791366906474], ['手足部皮疹', '手足', '部皮疹', 0.00048265460030165913], ['手足部皮疹', '手', '足部皮疹', 0.0013600816048962938]]
手足部	[['手足部', '手足', '部', 2.4726157802339094e-05], ['手足部', '手', '足部', 0.000722543352601156]]
手足起皮疹伴瘙痒	[['手足起皮疹伴瘙痒', '手足', '起皮疹伴瘙痒', 0.00025226464854947826], ['手足起皮疹伴瘙痒', '手足起皮疹', '伴瘙痒', 0.00033961099104661935]]
手足起皮疹	[['手足起皮疹', '手足', '起皮疹', 3.699593044765076e-05]]
手足脱屑	[['手足脱屑', '手足', '脱屑', 3.782863627766219e-05]]
手足肿胀	[['手足肿胀', '手足', '肿胀', 5.259438226254458e-05]]
手足红斑	[['手足红斑', '手足', '红斑', 9.387868313810835e-05]]
手足皮疹伴瘙痒	[['手足皮疹伴瘙痒', '手足皮疹', '伴瘙痒', 0.00013942973239450647], ['手足皮疹伴瘙痒', '手足', '皮疹伴瘙痒', 0.00028446611805343897]]
手足皮疹	[['手足皮疹', '手足', '皮疹', 8.74594442093384e-06]]
手足刺	[['手足刺', '手足', '刺', 0.00020804077599209444]]
手脚麻痹	[['手脚麻痹', '手脚', '麻痹', 0.0023655913978494624]]
手脚麻木	[['手脚麻木', '手脚', '麻木', 0.0005513016845329249]]
手脚乏力	[['手脚乏力', '手脚', '乏力', 0.00011407315561066336]]
手背起皮疹	[['手背起皮疹', '手背', '起皮疹', 0.00022461814914645105]]
手纸带血	[['手纸带血', '手纸', '带血', 0.0037174721189591076]]
手痹痛	[['手痹痛', '手', '痹痛', 0.0005026388539834129]]
手淫史	[['手淫史', '手淫', '史', 0.00015603058199407084]]
手淫取	[['手淫取', '手淫', '取', 0.004668534080298786]]
手术记录	[['手术记录', '手术', '记录', 0.000488162069807176]]
手术治疗	[['手术治疗', '手术', '治疗', 2.8153153153153154e-05], ['手术治疗', '手', '术治疗', 0.08706647398843931]]
手术后复查	[['手术后复查', '手术', '后复查', 0.00012070916635231988], ['手术后复查', '手', '术后复查', 0.0005605184795936241]]
手术后出现	[['手术后出现', '手术', '后出现', 2.8953354336579127e-06], ['手术后出现', '手', '术后出现', 0.000722543352601156]]
手术史	[['手术史', '手术', '史', 4.0011161689765886e-05], ['手术史', '手', '术史', 0.17010734929810073]]
手术切除	[['手术切除', '手术', '切除', 0.0001369697458002659]]
手掌大小	[['手掌大小', '手掌', '大小', 0.00025477707006369424]]
手指麻痹不适	[['手指麻痹不适', '手指麻痹', '不适', 4.162273156112992e-05], ['手指麻痹不适', '手指', '麻痹不适', 0.005178365937859608]]
手指麻痹	[['手指麻痹', '手指', '麻痹', 0.0008166598611678236]]
手指麻木	[['手指麻木', '手指', '麻木', 0.00011630837226433016]]
手指起皮疹	[['手指起皮疹', '手指', '起皮疹', 8.359207069500835e-05]]
手指脱皮	[['手指脱皮', '手指', '脱皮', 0.005063291139240506]]
手指肿胀	[['手指肿胀', '手指', '肿胀', 6.366250384627628e-05]]
手指皮疹	[['手指皮疹', '手指', '皮疹', 8.195974865677079e-06]]
手指痉挛	[['手指痉挛', '手指', '痉挛', 0.00216116085211485]]
手指疼痛	[['手指疼痛', '手指', '疼痛', 3.0891809469204573e-06], ['手指疼痛', '手', '指疼痛', 0.0006422607578676942]]
手指甲	[['手指甲', '手', '指甲', 0.0008377314233056882], ['手指甲', '手指', '甲', 0.0010912265386294195]]
手指活动	[['手指活动', '手指', '活动', 0.00010174061230891841]]
手指关节	[['手指关节', '手指', '关节', 0.00013088271039395696], ['手指关节', '手', '指关节', 0.00224791265253693]]
手指伸直	[['手指伸直', '手指', '伸直', 0.004467609828741623]]
手持物不稳	[['手持物不稳', '手', '持物不稳', 0.008670520231213872]]
所用药物	[['所用药物', '所', '用药物', 0.005042016806722689]]
房颤病史	[['房颤病史', '房颤', '病史', 2.0582411977558144e-05]]
房颤史	[['房颤史', '房颤', '史', 2.014964469459855e-05]]
房增大	[['房增大', '房', '增大', 0.00017707311757655006]]
戴角膜	[['戴角膜', '戴', '角膜', 0.016835016835016835]]
或阵发性连声咳	[['或阵发性连声咳', '或', '阵发性连声咳', 0.001925826500539815]]
或见肢体沉重	[['或见肢体沉重', '或', '见肢体沉重', 0.005308367918154618]]
或刀割样	[['或刀割样', '或', '刀割样', 0.0027308288434570818]]
或兼有	[['或兼有', '或', '兼有', 0.004767879548306148]]
我院阅片	[['我院阅片', '我院', '阅片', 0.00013823133013097418]]
我院门诊就诊	[['我院门诊就诊', '我院', '门诊就诊', 5.611955710445533e-05], ['我院门诊就诊', '我院门诊', '就诊', 0.00012512512512512512]]
我院门诊	[['我院门诊', '我院', '门诊', 0.0001400744145327205]]
我院进一步治疗	[['我院进一步治疗', '我院', '进一步治疗', 0.00010857145811468247]]
我院输卵管造影提示	[['我院输卵管造影提示', '我院', '输卵管造影提示', 0.00013564466601924188], ['我院输卵管造影提示', '我院输卵管造影', '提示', 0.0020462633451957296], ['我院输卵管造影提示', '我院输卵管', '造影提示', 0.8846153846153846]]
我院输卵管造影	[['我院输卵管造影', '我院', '输卵管造影', 0.000336717342626732], ['我院输卵管造影', '我院输卵管', '造影', 0.10582010582010581]]
我院输卵管	[['我院输卵管', '我院', '输卵管', 1.743182702979099e-05]]
