	0
右冠	27
岁时	27
后再	27
艾滋梅毒初筛	27
横	27
华法林	27
索	27
辛	27
闻到	27
双绒毛膜双羊膜囊	27
骨科	27
长效	27
缪勒	27
作时	27
无向左手臂	27
盐酸	27
出车去到	27
起初	27
而晕	27
几日	27
周围粘膜鲜红	27
水果	27
打篮球	27
通静脉通道	27
留意	27
日来	27
无腹	27
药油	27
创	27
卡马西平	27
刀	27
潜伏梅毒	27
清楚	27
市一	27
达菲林	27
向左	27
健存	27
香	27
普	27
剌伤	27
三角	27
何	27
答	27
摔下	27
揉眼	27
侧切	27
较平素月经量少	27
甲状腺机能亢进	27
卵黄囊及胚芽	27
步态	27
无恶	27
切术	26
顶胀	26
吹风	26
遇	26
觉脘腹疼痛	26
劳力	26
晒太阳	26
杂	26
近期服药尚规律	26
强烈	26
无呼吸吞咽困难	26
拍	26
给	26
其味腐臭	26
梦	26
房纤	26
保	26
涨	26
内癌	26
螨	26
行左乳癌改良根治	26
膈	26
假	26
久行	26
耳垂	26
另一	26
剂量	26
孕期基本顺利	26
兰索拉唑	26
似饥而不欲食	26
波	26
夜寐欠佳	26
名	26
醒来	26
疣状	26
随之	26
验光	26
善太息而得喛气	26
呼车	26
独坐	26
手淫	26
鸡眼	26
酮替芬	26
持续时间约为十至	26
颧部	26
松弛	26
应用	26
盆	26
吻合	26
所致	26
鼾声	26
最长	26
坐骨	26
滴眼	26
夜间寂静时症状加重	26
布地奈德福莫特罗粉吸入剂	26
荞麦	26
久病	26
肝硬化失代偿	26
每当	26
脉管	26
咳白	26
变应	26
杂音	26
血氧	26
吊针	26
气味臭秽	26
急迫	26
蹲下	26
疝气	26
外婆	26
掏耳	26
电凝	26
呈低调嗡鸣	26
密切	26
拜新同	26
矫正	26
动则益甚	26
持	26
进食畅顺	26
有肺	26
动惊	26
基底	26
其内	26
团块	26
昏睡	25
响	25
较弱	25
顿	25
可稍	25
易坦静	25
配合	25
尾	25
节而	25
一枚	25
暴露	25
胺	25
宫腔线不清晰	25
亲	25
友	25
腋臭	25
妇	25
待	25
皮康王	25
德	25
暴晒	25
胃脘隐隐灼痛	25
行左	25
隐睾	25
扭曲	25
觉胸	25
无气	25
鼾声响亮	25
裂开	25
麻疹	25
抓痕	25
道炎	25
刚突然出现惊厥发作	25
如裹	25
暂封	25
锁骨	25
根据	25
安眠	25
便干	25
胃乃安	25
烟	25
双肘	25
溃点数目较多	25
天璇地转	25
饱餐	25
脉滑	25
于一	25
丹	25
无明显诱因下出现哭闹加剧	25
高血	25
患儿傍晚出现发热	25
受阻	25
断奶	25
股	25
整形	25
嘴角	25
放置节育环后出现	25
幻觉	25
蛛网膜下	25
呈跳	25
由家属送我院急诊	25
鼻唇沟变浅	25
欣	25
宫颈环扎	25
病例示	25
久站	25
为黄色糊样便	25
液基细胞	25
色素脱失	25
肢倦	25
种种原因	25
滞	25
多态	25
陈	25
动力	25
宫内窘迫	25
走窜不定	25
完整	25
胃脘部疼痛	25
左面	25
进食鱼后	25
修整	25
木	25
铁	24
患者家长代诉其	24
皮赘样物	24
心酶	24
平片	24
隔	24
约半	24
逐步	24
通过	24
胎死宫内	24
喂奶	24
头屑	24
逆	24
范围约巴掌大小	24
碱	24
游水	24
锐痛	24
时坏	24
推	24
与男友同居	24
养狗	24
艾畅	24
九	24
吠声	24
罗音	24
下颏	24
黄豆粒大小	24
且觉	24
详	24
菌丝和孢子	24
肌肤麻木不仁	24
等其它病史	24
此孕为自然受孕	24
溃破	24
及左	24
讲话	24
声斯	24
烤瓷	24
下牙	24
眼镜	24
窦	24
甲钴胺	24
右颈	24
般	24
豆	24
植入两枚胚胎	24
光团	24
盆底	24
面目黄染	24
兼有	24
年孕	24
始出现举而不坚	24
见而不久	24
分钟即射	24
毫升	24
控	24
积	24
臀	24
即感	24
刮舌	24
游离	24
鼻旁	24
五年	24
场	24
获卵	24
对应	24
银	24
观	24
调节	24
不典型增生	24
琪宁	24
甚则	24
头狍霉素	24
并予	24
南	24
尔	24
肤	24
为稀水样蛋花	24
翻	24
五次	23
较快	23
基础	23
薄荷	23
牙洞	23
室间隔缺损	23
成分	23
患者诉半年前	23
拜糖	23
无向右腰背部放射	23
浮	23
假牙	23
加快	23
上背	23
药名不详	23
肠管	23
遵嘱	23
间歇性瘸行	23
溶血	23
节致	23
口角左歪	23
解稀	23
卡培他滨	23
热退但反复	23
签字	23
愈	23
主动脉夹层	23
时起	23
秋水仙碱	23
膀胱逼尿	23
进食肥腻之品致	23
绿豆大小	23
相当	23
配成	23
确	23
痛彻背	23
送回	23
前哨	23
状况	23
消除	23
猪肉	23
宫壁	23
胸肋部	23
咯浊痰	23
予达	23
划伤	23
囊瘤	23
瓶	23
吗	23
掉	23
冷饮	23
丘疱疹	23
坐卧	23
德巴金	23
具	23
负	23
被救护车送本院治疗	23
死	23
酸奶	23
滋肾育胎丸	23
暂不	23
觉颈	23
长期使用舒利迭	23
查看患者	23
缩	23
纯合缺失	23
直径	23
刺伤	23
开始出现全身皮肤瘙痒并伴有	23
情景	23
被开	23
比例	23
必	23
及光敏感	23
到当地诊所就医	23
黄白色溃烂点	23
无阴道出血及	23
食物藏于齿颊间	23
月底	23
迂曲	23
赛治	23
基	23
量不	23
注	23
宽	23
漂浮感	23
上睑	23
扩	23
胸胁胀痛	23
杆菌	23
左腕	22
就餐	22
瓣	22
隔日	22
涨痛	22
且有	22
太阳穴	22
为工作原因逐渐出现	22
饱食	22
高锰酸钾	22
以单侧颞部搏动样	22
胃脘不适	22
懒动	22
氨	22
地面	22
测定	22
驱风油	22
氧化锌	22
衰弱	22
尿毒清	22
麝香保心丸	22
舌语蹇涩	22
八	22
胺碘酮	22
断续	22
现由	22
唇甲	22
嗜	22
邻居	22
青色	22
灰	22
且情志激惹则	22
优	22
无遗漏二便	22
但随每月经周期规律性	22
改用	22
复方甲氧那明	22
贝	22
洛	22
染色体快速基因检测提示	22
负重	22
微胀	22
缺	22
早饱	22
胎位	22
颤	22
奥沙利铂	22
食虾	22
响声	22
听到	22
棕色烂便	22
即呼	22
脑膜瘤	22
蒙	22
口渴思饮	22
幼年	22
刮	22
掌跖	22
殴打	22
午后颧红	22
片后	22
详细	22
清理	22
溶液	22
彻夜	22
创伤	22
缺氧	22
以颞部搏动样	22
按摩	22
无向	22
报	22
脾大	22
隐约	22
长度	22
泰嘉	22
到今	22
十二指溃疡	22
乱	22
克拉霉素	22
累	22
抓	22
约为	22
龈	22
蒲地蓝	22
胆总管	22
裸花紫珠	22
密	22
频死感	22
硬物	22
猫	22
车时	22
无创基因检查	22
喜冷	21
硫	21
时即	21
稠黄	21
信	21
房间隔缺损	21
自行滴用	21
移位	21
变动	21
把	21
预约	21
低钠	21
纹身	21
伴头痛及全身肌肉酸痛	21
欲睡	21
律齐	21
音调	21
凸出	21
影响同室者	21
硝苯地平	21
怀	21
阿	21
房室传导阻滞	21
乏	21
骨盆	21
筋脉拘急	21
宫颈锥形切除	21
红点	21
间有卫生所复诊	21
深度	21
肾功	21
唑	21
脚肿	21
休息或服止痛	21
别嘌呤醇	21
手臂	21
量约	21
金银花	21
小便艰涩	21
西乐葆	21
隆	21
扶	21
甲状腺机能减退	21
广泛	21
法莫替丁	21
成片	21
会爬	21
起鳞屑性	21
胸透	21
左侧宫腔妊娠	21
短阵	21
旧	21
夹伤	21
百炎	21
夏	21
闻异味即咳嗽	21
周前劳累后	21
公	21
疏通	21
蜂窝	21
成熟	21
消肿	21
火	21
牵扯样	21
稍低	21
时会	21
之一	21
头孢他啶	21
眼底	21
吸吮有	21
素氮	21
洗手	21
钳产	21
在我院彩超引导下	21
脑梗	21
纸巾	21
内踝	21
椅旁测	21
漱口	21
深吸	21
短效	21
穿心莲	21
腹壁	21
以右	21
善惊易恐	21
雷诺	21
于本院产科	21
咬牙	21
老公	21
术史	21
滴度	21
膀胱造瘘	21
游玩	21
水滑	21
泮托拉唑	21
周边	21
拖	21
蓝	21
噻托溴铵粉吸入剂	21
位时	20
月前起反复出现	20
但可	20
有恶梦	20
效差	20
混悬	20
浊	20
司帕沙星	20
肠系膜	20
处焮红灼热	20
部起	20
经历	20
发际	20
子宫直肠陷窝可见积液	20
非那	20
氨溴索	20
溶栓	20
日至	20
灌肠	20
拿重	20
台	20
女孩	20
臭如败卵	20
瘘管	20
自涂癣药	20
让	20
缬沙坦	20
池	20
打麻将	20
任	20
不知	20
聚	20
残端	20
触碰	20
粘膜下子宫肌瘤	20
污水	20
开窗取胚	20
肌壁间	20
瘫	20
瘘	20
小时前被人殴打致头部	20
疱疮	20
发现龋洞有	20
眼屎	20
倾向	20
弓形虫	20
以低	20
畸精	20
双侧瞳孔等圆等	20
矛盾	20
油漆	20
拿	20
痰绿	20
考	20
胎粪	20
泪	20
无腹痛及阴道出血	20
幼时	20
纸	20
低密度脂蛋白	20
男友	20
斜	20
栓	20
夫妻生活正常	20
要求修剪舌系带	20
白点	20
光点	20
理解	20
上腭	20
外公	20
找	20
莫沙必利	20
波依定	20
奥硝唑	20
较频	20
休整	20
户外	20
右歪	20
职业	20
病理征阴性	20
双额角	20
坎地沙坦	20
对光反射迟钝	20
术程经过顺利	20
最初约	20
愉快	20
跖	20
左眼闭合不全	20
跳动	20
双腋	20
百分	20
抑制	20
婴孩	20
加速	20
秋冬	20
丙氨瑞林	20
温度	20
者于	20
铝镁加	20
月在	20
探及	20
护理	20
凝胶	20
扪及	19
被重	19
出现巩膜	19
沿	19
车上	19
憋醒	19
撞到	19
无钩虫病	19
社区获得性肺炎	19
右跟部	19
如此	19
追问病人对	19
丝	19
位点	19
思	19
意见	19
插	19
拒奶	19
摩擦	19
精神萎顿	19
舌侧	19
双侧瞳孔散大固定	19
业	19
滤泡	19
曾涂	19
艾滋	19
飞	19
购买	19
湿毒清	19
予利	19
切题	19
饱	19
挫	19
前伸时	19
需用黄体酮才有	19
血色	19
托	19
河	19
菠萝	19
浸泡	19
星	19
记	19
米需蹲下	19
确及	19
喛腐酸臭	19
非压榨性	19
肋间	19
高甘油三酯血症	19
气变	19
午睡	19
化瘀	19
远	19
床上	19
硬度	19
石膏固定	19
丘脓疱疹	19
觉口	19
系带	19
笑声	19
颊	19
颌面	19
月经延期	19
扭转	19
替	19
冠状动脉	19
乘	19
后又	19
跌打	19
珍怡	19
可拉明	19
服硝酸酯类药	19
遂于	19
致密	19
出车接回送入院	19
需服	19
鱼刺	19
在本	19
镇	19
打字	19
损	19
憋气	19
淡红	19
甲状腺过氧化酶抗体	19
姐姐	19
剌痛	19
蛇脂软膏	19
唇腭裂	19
粘性	19
褥疮	19
已停	19
采取避孕措施	19
侧卧	19
冰	19
来我	19
放屁	19
臂	19
泰	19
或甚	19
行彩超引导下	19
糖尿病等基础性疾病	19
史及	19
洁	19
抬	19
有少	19
与现男友同居	19
江	19
头孢替安	19
出生后即发现	19
屈他维林	19
东	19
达龙	19
无明显诱因出现右胁腹部阵发性绞痛	19
夜班	19
为进一步诊治到我院门诊治疗	19
喜欢	19
竖头	19
颊侧	19
洛美沙星	19
活络油	19
烦闷不安等症状	19
牙冠	19
力新	19
发作约数秒	19
婚姻	19
余未	19
金水宝	19
曲马多	19
证	18
化学	18
善太息	18
吡柔比星	18
称	18
饮食及运动控制	18
无其它基础病史	18
包括	18
降脂	18
扩宫	18
吵架	18
转入	18
白兰地	18
毛细	18
颤抖	18
咖啡样物或鲜红色	18
狂犬疫苗	18
才来	18
破宫产	18
讲	18
白陶土样大便	18
接触洗涤剂	18
鞋	18
动脉粥样硬化	18
腻	18
跑	18
用过	18
偏斜	18
狗	18
可乐必妥	18
沟通	18
定向	18
创口	18
依	18
着床	18
利福平	18
评分	18
喉部	18
食后	18
配胚	18
插管	18
而欲	18
后复	18
烦燥	18
肺弥散功能	18
禁忌症	18
第三磨牙冠	18
往有	18
线索细胞	18
患者蒸蒸汗	18
为临界高风险	18
培	18
服用抗菌药	18
晨早	18
麦	18
曾拟	18
周五	18
保护	18
使	18
问	18
壁	18
双侧输卵管修复整形	18
低分	18
房早	18
予吸	18
惊恐	18
左髋	18
右束支传导阻滞	18
眼睑闭合不全	18
不华	18
语音清晰	18
脊柱	18
氟哌酸	18
粟粒状	18
春	18
甘油三脂	18
氨苄	18
入眼	18
笑	18
齿	18
店	18
耳垂周围肿痛	18
喷射样	18
仁	18
脚趾	18
头孢美唑	18
触之	18
站	18
荔枝	18
吃蟹	18
防	18
楼后	18
白沫	18
铝	18
浆液	18
右足拇趾	18
据	18
积极	18
急躁	18
被人送入院	18
并且	18
冰凉	18
齿痕	18
离子	18
首次	18
牙疱	18
喜按	18
尼美舒利	18
间苯三酚	18
洛芬待因	18
照	18
做事	18
水鱼	18
底部	18
在外院进行固定修复	18
中途	18
而眩反复发作	18
一粒	18
神志逐渐改善	18
痹	17
斯	17
口干津少	17
两枚	17
自责	17
食奶好	17
心房扑动	17
询问否认有	17
当时即觉	17
肉芽	17
牙膏	17
怕风	17
须	17
酸臭	17
口弄白沫	17
糖筛	17
眉	17
黄稀	17
并感	17
显著	17
配	17
沐浴	17
牛	17
无咽	17
肚脐	17
环指	17
咯青	17
脱位	17
计数	17
兰	17
牙列	17
变淡	17
右侧髋部疼痛	17
未系统诊治	17
光敏	17
衣服	17
树	17
稍厚	17
盆腔黏连	17
肽	17
输注	17
休	17
不够	17
眼朦	17
意志活动力下降	17
猪	17
双相	17
啡色	17
内陷	17
过去	17
助	17
胶布	17
芦荟	17
今仍	17
家属视其	17
佩戴	17
阴茎根部	17
如刺如绞	17
进展	17
知	17
色为黄色粘液痰	17
撞	17
霉菌性	17
必利	17
记亿力	17
未愈	17
半片	17
广	17
视病重呼车送我院	17
湿冷	17
喜太息	17
右腕	17
上呼吸道	17
盆炎	17
孕康	17
再生	17
吃鹅	17
路上	17
进食辛辣食物	17
字	17
已取	17
止痒	17
无呼吸很困难	17
在中	17
万金油	17
喂	17
甘露醇	17
留医诊断冠心病	17
派	17
醉酒	17
逆行性	17
浓涕	17
躁扰不安	17
眼涩	17
川	17
观念	17
凝	17
奥氮平	17
敏使朗	17
碗	17
两项	17
坐于	17
鲜红色或咖啡样物	17
前吃	17
枕	17
自觉舒适	17
病史敬悉	17
高级别	17
钱	17
诱因出现右足跟疼痛	17
扫描	17
话	17
妊	17
沐舒坦	17
子宫直肠窝	17
胎盘低置	17
误服	17
觉头	17
高钾血症	17
多西他赛	17
鼻梁	17
神经官能	17
尿道窘迫疼痛	17
氟尿嘧啶	17
雌激素	17
段小	17
及右	17
序	17
起立	17
双掌	17
斑变	17
上的	17
炒	16
步入	16
淤青	16
摔跤	16
肉瘤	16
晕针	16
一直西医诊治	16
均在	16
但反	16
吃硬	16
头孢硫脒	16
表柔比星	16
外擦	16
舌部	16
丹皮酚	16
善	16
想法	16
蓝苓口服液	16
血管疾病等其他系统性疾病	16
办	16
盒	16
搽	16
飞蚊	16
头孢唑啉	16
印	16
计划怀孕至今未避孕半年余未孕	16
替吉奥	16
川百止痒洗剂	16
硫酸镁	16
护	16
以颜面部为主	16
无明显诱因出现左上肢末端麻木	16
建立静脉通道	16
离	16
程度尚轻	16
替代治疗	16
残胞	16
帕罗西汀	16
回来	16
阴唇	16
候诊	16
宫颈刮片	16
煤气	16
未稳	16
春夏	16
那	16
有耳	16
双飞人	16
穿着	16
反酸噯气	16
胡言乱语	16
褐	16
导尿	16
弓	16
为此	16
无放射至他处	16
龋齿	16
遗失	16
混	16
哭泣	16
奥司他韦	16
每逢	16
胸脘胀闷	16
禁	16
君	16
桡侧	16
该月	16
孔不	16
该处	16
模	16
鸡骨	16
潮汗	16
不想	16
锌	16
极重	16
我院超声提示单绒毛膜双胎	16
惊醒	16
疲惫	16
掌	16
洞	16
前冲	16
姜	16
尼	16
现颈	16
大便奇臭	16
鼻尖	16
肺通气功能	16
幼	16
小牛血	16
水泥	16
无畏	16
外露	16
孔	16
患者数日前出现右下后牙自发性疼痛	16
较硬	16
推拿	16
若	16
肩颈	16
造成	16
能自主止血	16
大腿根部	16
弯曲	16
受损	16
鞍型子宫	16
阿托伐他汀	16
右第	16
行盆粘松解	16
予抗痨	16
溺水	16
酸钙	16
甲状腺过氧化	16
易蒙停	16
桂	16
父	16
鼓腮漏气	16
络	16
酮酸	16
缘达	16
结缔组织	16
架	16
产后或盆腔	16
大便墨绿	16
穿髓	16
纯	16
国外	16
红蛋白电泳	16
扣	16
应	16
发现左侧乳房肿物	16
破水	16
排列	16
跌	16
按之	16
米索	16
肠粉	16
咬肌区疼痛	16
去势	16
喜丸	16
呃	16
面包	16
清铁	16
挑食	16
灯盏花	16
还	16
雷公藤	16
切菜时	16
格	16
为零	16
雷	16
皮质醇	16
碘油	16
普通	16
无其他药物及	16
脱水	16
帖	16
秋	16
卡介苗	16
嘌呤	16
中等	16
速效救心丸	16
开裂	16
下台阶时	16
鲜胚	16
后仰	16
顺尔宁	16
真	16
汉	16
置管	16
攻窜两胁	16
雾化	16
仅进	16
性格	16
垫	15
碳酸氢钠	15
凯妮汀	15
毕	15
空调	15
敷药	15
料	15
无明显诱因下颜面部及躯干皮肤出现粟粒样皮疹	15
卵圆孔未闭	15
儿舌	15
遂至	15
尿瘘	15
益母草	15
性钙	15
谈	15
今再	15
物酶抗体	15
亲属	15
与前男友同居	15
酸坠	15
冷刺激稍敏感	15
精神萎靡	15
地方	15
司机	15
下梯时	15
丹红	15
右室	15
袋	15
粒状	15
奇	15
很多	15
激烈时	15
备孕	15
否认有青霉素过敏史	15
茶碱	15
源	15
子肝	15
躯干及四肢	15
膏药	15
分隔	15
街	15
生命	15
足肿	15
因暴饮暴食	15
犬	15
新山地	15
已用	15
文	15
麻辣	15
偷停	15
疖肿	15
幼儿	15
或易	15
旦	15
浸渍	15
倍体	15
失忆	15
避	15
辣椒	15
象	15
磷酸	15
仅用三片纸	15
咀爵时加重	15
非典型鳞状细胞	15
项示	15
昨晚起低热	15
验尿	15
黑痣	15
脉络膜囊肿	15
材	15
屈	15
左侧髋部疼痛	15
妈妈	15
些	15
不能自行落楼	15
半身	15
烧伤	15
轮	15
脘腹胀闷	15
急性广泛前壁心肌梗死	15
月在外院验尿妊娠试验	15
乌	15
以晨	15
赛	15
网	15
曲美他嗪	15
祛痰	15
阿卡波糖	15
电解	15
韧带	15
但淋沥不	15
刚才妇产科会诊	15
离婚	15
绞索	15
熟	15
附	15
觉右	15
市中	15
月经尚规律	15
珠	15
如刺	15
测血	15
散步	15
甲癣	15
酒味	15
冲动	15
低落	15
触事易惊	15
彩	15
胆怯心惊	15
梅	15
转换	15
增快	15
胚	15
简单型增生	15
扁平	15
计算	15
龙眼	15
半日	15
局麻	15
伴肢体僵硬	15
后牙遇甜食	15
日益加重	15
耳朵	15
北	15
白癜风	15
洗面	15
游	15
醋	15
另见	15
取胚术	15
均可	15
遇忧思或脑怒则	15
提供	15
伸	15
追	15
诉对	15
伞部	15
调整	15
已行新生儿筛查	15
在广州市第一	15
凸起	15
既	15
疗法	15
你	15
得安	15
献血	15
妈咪爱	15
群	15
发性骨转移癌	15
新鲜	15
顺娩	15
热涩刺	15
易哭	15
鹅	15
玉	15
达美康	15
呈爆炸样	15
重睑	15
彩色	15
呼噜	15
老	15
夫精	15
克霉唑	14
中线	14
交通	14
读	14
右侧肾盂癌术后	14
修	14
吉尼环	14
需用	14
颏下	14
抓伤	14
闭目卧床可略缓解	14
髓	14
丙	14
尤为	14
区域	14
鉴别	14
前感	14
地奈德	14
单睑	14
呈牵引	14
握	14
四磨汤	14
舌胖	14
憋	14
忙	14
变硬	14
拟行辅助生殖技术助孕	14
回乡	14
梅尼埃氏综合征	14
百白破	14
脊髓	14
昆虫叮咬	14
溢	14
银翘	14
益	14
三九	14
患者数日前出现左下后牙自发性疼痛	14
予口服美林或泰诺林后	14
恐	14
较长	14
行根管充填	14
毓婷	14
整日	14
至今未避	14
健志	14
疗中	14
深圳	14
洋酒	14
急救	14
派出	14
宫颈细胞学	14
潮湿	14
补牙材料脱落	14
贲门	14
经久不愈的	14
息摘	14
氢氯噻嗪	14
聋哑	14
近事记忆	14
无明显诱因下躯干及四肢皮肤出现风团样皮疹	14
进食肥甘厚味	14
磨	14
女友	14
时须用药物才能缓解	14
很快	14
羟孕酮	14
右侧肾盂输尿管处	14
色紫红	14
后段	14
曲咪新	14
显像	14
靠	14
碎	14
前上	14
西力欣	14
哦	14
软骨	14
向下	14
浸润性导管癌	14
终末	14
施	14
检测位点约为	14
脉浮	14
月经不能恢复	14
才能	14
渐渐	14
图	14
为黄	14
疖	14
妻育	14
组	14
导联	14
后即	14
幽门	14
幼儿园	14
姑	14
鱼际	14
恐日	14
稳	14
渐退	14
旋地转感	14
有肝	14
致左	14
因忧郁恼怒引起	14
公交	14
宫腔线尚清晰	14
高枕卧位	14
试纸	14
面麻	14
田	14
青鹏软膏	14
年前钡餐示慢性胃炎	14
几乎	14
事件	14
医院诊断为强直性脊椎炎	14
仙	14
闭口鼓气漏气	14
牙签	14
动或休息时才缓解	14
丸后	14
接种卡介苗及乙肝疫苗	14
对应面部亦肿胀	14
覆	14
剖	14
缘患者于半天前觉眩晕	14
与假孕囊鉴别	14
持续时间长短不等	14
尖锐	14
上牙	14
其父	14
更甚	14
水样或稀烂便	14
凹	14
翳减	14
时前	14
单绒毛膜双羊膜囊	14
写	14
双氧水	14
致右	14
喹	14
减淡	14
双恻甲状腺	14
肉类	14
标	14
芝麻	14
混乱	14
塑料	14
拔除导尿管	14
污	14
未予特别注意	14
刮除	14
粉针	14
稍劳汗	14
碰	14
服用保列治	14
迪	14
分泌早期子宫内膜	14
半年前做阴道	14
男女双方	14
绒毛及蜕膜组织	14
救心丸	14
追问病史	14
发现其它药物	14
福	14
仍咳	14
妹妹	14
鼻根部	14
吧	14
足趾甲增厚	14
混合抗球蛋白	14
腊	14
患者数日前出现右上后牙自发性疼痛	14
共同	14
憋尿	14
叶酸	14
上腹部及脐周	14
色沉	14
宣布临床死亡	14
曾至本院诊治	14
为著	14
故行	14
备	13
氮质	13
停滞	13
随情志波动	13
肋下	13
无向肩背放射	13
贴膏	13
被人用拳头	13
稍退	13
冲	13
精浆弹性	13
多疑	13
满闷	13
归	13
喉镜	13
左氧	13
孟鲁斯特	13
尘螨	13
牙合	13
未闭	13
阿德福韦酯	13
跌下	13
比较	13
保心	13
白百破	13
思考	13
湿疣	13
类固醇	13
十余年前随月经周期规律性	13
支气舒张试验阳性	13
米氮平	13
平静	13
盖	13
长期服用降糖药物治疗	13
因龋坏曾作	13
学习	13
冷热刺激及咬物	13
外冲击波碎石	13
拉氧头孢	13
泛	13
联系	13
六个	13
曾尝试拔除	13
改善循环等治疗后	13
反映	13
面赤烘热	13
白醋	13
于我科要求治疗	13
曾对	13
牙根	13
陪人	13
臀红	13
未爬	13
暖	13
昨天前开始阵发性咳嗽	13
后或	13
奈	13
需要借助药物	13
洗脸	13
患儿昨天傍晚出现发热	13
占	13
下腹痛及腰痛	13
尚调	13
疥疮	13
皮疹蔓延全身	13
倍他司汀	13
覆盖	13
吴	13
变窄	13
冷热刺激稍敏感	13
血象	13
希望去除	13
触摸左侧头部皮肤	13
放静脉通道	13
味臭	13
排黄色成形软便	13
竹笋	13
缓释胶囊	13
消化科住院	13
齐	13
木瓜	13
代文	13
时候	13
呈灰白色溃烂点	13
醋酸	13
骑车时	13
苔黄腻	13
蟑螂	13
个别	13
弹	13
右背	13
甜食	13
阶段	13
蛇	13
主动	13
以干	13
浓浊样	13
等对症支持治疗	13
紧闭	13
嘱继续抗凝治疗	13
不宜	13
正露丸	13
坠感	13
曽	13
员	13
疫区	13
拍片	13
股癣	13
瘦	13
步履不稳	13
内眦	13
环孢素	13
既往月经需服用西药才来潮	13
灯	13
如裂	13
窝	13
胁肋胀痛	13
铋剂等	13
接种乙型肝炎疫苗	13
压榨感	13
膝盖	13
不慎割伤左	13
碎片	13
滴白	13
双绒毛膜囊	13
羊穿	13
弟弟	13
呻吟	13
落地	13
右下后牙颊侧牙龈肿痛	13
药酒	13
舌系带过短	13
未见器质	13
束	13
酸菌	13
抗痨治疗	13
哥哥	13
窥	13
共餐	13
抑酸	13
皆	13
胡	13
上抬	13
密集	13
痕痒	13
愈后	13
氨酚	13
慢门	13
螃蟹	13
伊泰青	13
吃剌激性	13
某	13
打架	13
病壮热	13
科达林	13
整个	13
不是	13
多颗烂牙	13
闹	13
各样	13
磁共振	13
婆	13
脸颈	13
艾	13
丘脑	13
半球	13
右叶	13
面罩	13
上火	13
双侧输卵管基本通畅	13
降钙素	13
神疲懒官	13
洛赛克	13
插入	13
远段	13
灌注	13
腔内	13
依托考昔	13
啰音	13
强力	13
拐	13
警察	13
求助	13
美克	13
聚集	13
博	13
纵	13
较低	12
钳	12
现至我院急诊	12
本次黄体酮后	12
相符	12
林可	12
甜	12
起搏器安装术后	12
粪	12
自述白带多	12
及腰	12
按之凹陷不易恢复	12
头痛经久不愈	12
即来	12
对光反射灵敏	12
骨质破坏	12
钼靶	12
石膏托外固定	12
静	12
面色萎黄	12
异倍细胞	12
论	12
二聚体	12
苔少	12
离异	12
颅	12
兄	12
咯少量白色泡沫痰	12
液质	12
口弄泡沫	12
恩	12
态	12
孕囊旁液	12
小枈胡	12
声短	12
阻	12
草地	12
羚羊角	12
心房	12
向右臀部放射	12
伤害	12
稍肿	12
满急	12
今来我科求治	12
化脓性扁桃腺炎	12
机械	12
下盆粘松解	12
旁人	12
社交	12
又痒	12
替比夫定	12
战	12
耳颞	12
速度	12
粉红	12
盐水	12
坠落	12
副	12
盐	12
遇劳即发	12
灭	12
龋坏程度深	12
说话含糊	12
尤以	12
褪色	12
踩	12
羟氯喹	12
残总比增高	12
骂	12
嘶哑	12
四肢屈侧	12
炎片	12
甚赤涩	12
觉心	12
绒	12
冰敷	12
沾	12
苦水	12
亮	12
丢失	12
深色	12
摔	12
下颌颏部创伤	12
排列群集性	12
痰量	12
头孢他定	12
坦	12
痂	12
束带	12
中指被刀切伤	12
多索茶碱	12
希	12
宿食	12
无明显诱因出现右脚踇趾疼痛	12
已阅	12
腐	12
异烟肼	12
瓜	12
予地	12
年曾	12
硫酸	12
玛	12
毁物	12
灼烧	12
逐渐加重的面色苍白	12
普利	12
三烯酮	12
虚	12
淤	12
安装心脏起搏器	12
有慢性肾衰竭氮质	12
迟	12
线状	12
爽	12
皮质功能减退症	12
病毒性脑炎	12
滴虫	12
运	12
坐公交车时	12
可舒	12
数滴	12
粉尘	12
绞	12
又作	12
嗪	12
前倾	12
烧退	12
国	12
曾给予茵栀黄	12
浓密	12
双下肢浅静脉迂曲成团	12
静卧	12
柠檬	12
英	12
左侧输卵管间质部阻塞	12
芋头	12
出现左上腹部疼痛	12
绵绵	12
呑咽	12
王	12
左室收缩舒张功能	12
枇杷膏	12
吡	12
镇静	12
天前吃虾螃	12
诉曾	12
秒后	12
匹	12
报警	12
厘米	12
遵医嘱	12
买	12
亢	12
推算预产期	12
黑矇	12
紫色	12
抬手	12
抬高	12
曾行冠脉支架植入治疗	12
回肠末端	12
配方	12
脾脏	12
遂到	12
街道	12
后叶	12
胸肋疼痛	12
冰冻	12
肠易激综合征	12
敷贴	12
头孢哌酮	12
一直服西药治疗	12
莫	12
近五个月	12
桃	12
年余	12
失常	12
晨练时	12
裤	12
易使衣服	12
百令胶囊	12
仅有	12
型环	12
羊膜囊	12
本院诊断强直性脊椎炎	12
蚂蚁	12
服美林后	12
诊断科咨询	12
鳞癌	12
双方夫妇染色体检查正常	12
空虚	12
胎盘早剥	12
床边心电图呈	12
吉	12
影响进食及睡眠	12
宫腔镜下子宫内膜息肉摘除术	12
移动	12
番	12
无特	12
忘记	12
搏	12
榴莲	12
微弱	12
裤子	12
肝脾	12
经济	12
暗疮	12
舍	12
欣康	12
触摸	12
眼肿	12
贝那普利	12
对角支	12
