0	1	2
行人工流产术	39	[['行人工流产', '术', 84.04], ['行', '人工流产术', 161.42], ['行人工', '流产术', 37142.86]]
行人工流产术	39	[['行人工流产', '术', 84.04], ['行', '人工流产术', 161.42], ['行人工', '流产术', 37142.86]]
双侧卵巢多个	10	[['双侧卵巢', '多个', 84.01]]
患者于数日前	9	[['患者于', '数日前', 0.79]]
后出现右臀部	5	[['后出现', '右臀部', 7.79]]
左膝关节肿胀	7	[['左膝关节', '肿胀', 8.63], ['左膝', '关节肿胀', 533.94]]
左膝关节肿胀	7	[['左膝关节', '肿胀', 8.63], ['左膝', '关节肿胀', 533.94]]
自觉双眼干涩	5	[['自觉', '双眼干涩', 8.31], ['自觉双眼', '干涩', 268.82]]
自觉双眼干涩	5	[['自觉', '双眼干涩', 8.31], ['自觉双眼', '干涩', 268.82]]
有洞要求治疗	9	[['有洞', '要求治疗', 6.29]]
曾住院诊断为	8	[['曾', '住院诊断为', 10.58], ['曾住院', '诊断为', 55.81]]
曾住院诊断为	8	[['曾', '住院诊断为', 10.58], ['曾住院', '诊断为', 55.81]]
左上腹部胀痛	5	[['左', '上腹部胀痛', 1.32], ['左上', '腹部胀痛', 11.84], ['左上腹部', '胀痛', 49.28], ['左上腹', '部胀痛', 490.2]]
左上腹部胀痛	5	[['左', '上腹部胀痛', 1.32], ['左上', '腹部胀痛', 11.84], ['左上腹部', '胀痛', 49.28], ['左上腹', '部胀痛', 490.2]]
左上腹部胀痛	5	[['左', '上腹部胀痛', 1.32], ['左上', '腹部胀痛', 11.84], ['左上腹部', '胀痛', 49.28], ['左上腹', '部胀痛', 490.2]]
左上腹部胀痛	5	[['左', '上腹部胀痛', 1.32], ['左上', '腹部胀痛', 11.84], ['左上腹部', '胀痛', 49.28], ['左上腹', '部胀痛', 490.2]]
现仍淋漓不尽	8	[['现仍', '淋漓不尽', 35.56]]
患者诉右耳闷	8	[['患者诉', '右耳闷', 4.8], ['患者诉右耳', '闷', 42.44]]
患者诉右耳闷	8	[['患者诉', '右耳闷', 4.8], ['患者诉右耳', '闷', 42.44]]
左下后牙冷热	10	[['左下后牙', '冷热', 5.54], ['左下', '后牙冷热', 215.47]]
左下后牙冷热	10	[['左下后牙', '冷热', 5.54], ['左下', '后牙冷热', 215.47]]
曾于我院就诊	38	[['曾', '于我院就诊', 3.62], ['曾于我院', '就诊', 73.62], ['曾于', '我院就诊', 459.1]]
曾于我院就诊	38	[['曾', '于我院就诊', 3.62], ['曾于我院', '就诊', 73.62], ['曾于', '我院就诊', 459.1]]
曾于我院就诊	38	[['曾', '于我院就诊', 3.62], ['曾于我院', '就诊', 73.62], ['曾于', '我院就诊', 459.1]]
神志逐渐改善	18	-
发现全身皮疹	5	[['发现', '全身皮疹', 0.11]]
进食不洁食物	15	[['进食', '不洁食物', 8.97], ['进食不洁', '食物', 443.26]]
进食不洁食物	15	[['进食', '不洁食物', 8.97], ['进食不洁', '食物', 443.26]]
左下后牙酸痛	14	[['左下后牙', '酸痛', 7.25], ['左下', '后牙酸痛', 466.2]]
左下后牙酸痛	14	[['左下后牙', '酸痛', 7.25], ['左下', '后牙酸痛', 466.2]]
间觉疲倦纳差	9	[['间', '觉疲倦纳差', 2.13], ['间觉', '疲倦纳差', 269.7]]
间觉疲倦纳差	9	[['间', '觉疲倦纳差', 2.13], ['间觉', '疲倦纳差', 269.7]]
头痛经久不愈	12	-
服溴隐亭治疗	5	-
自觉咽部不适	6	[['自觉', '咽部不适', 0.14], ['自觉咽部', '不适', 4.76]]
自觉咽部不适	6	[['自觉', '咽部不适', 0.14], ['自觉咽部', '不适', 4.76]]
每年秋冬季节	6	[['每年', '秋冬季节', 48.7]]
遂至我院就诊	32	[['遂', '至我院就诊', 159.3], ['遂至', '我院就诊', 2397.0]]
遂至我院就诊	32	[['遂', '至我院就诊', 159.3], ['遂至', '我院就诊', 2397.0]]
低密度脂蛋白	20	-
为黄绿色烂便	8	-
要求拔除阻生	12	[['要求拔除', '阻生', 29.8]]
出现面部红斑	5	[['出现', '面部红斑', 0.52], ['出现面部', '红斑', 68.01]]
出现面部红斑	5	[['出现', '面部红斑', 0.52], ['出现面部', '红斑', 68.01]]
子宫内膜尚可	22	[['子宫内膜', '尚可', 32.14]]
左下牙进食时	7	-
有阑尾手术史	5	-
持续约数秒钟	12	[['持续约数秒', '钟', 3692.31], ['持续约', '数秒钟', 7453.42]]
持续约数秒钟	12	[['持续约数秒', '钟', 3692.31], ['持续约', '数秒钟', 7453.42]]
患者今天开始	8	[['患者今天', '开始', 0.2], ['患者', '今天开始', 0.26], ['患者今', '天开始', 210.8]]
患者今天开始	8	[['患者今天', '开始', 0.2], ['患者', '今天开始', 0.26], ['患者今', '天开始', 210.8]]
患者今天开始	8	[['患者今天', '开始', 0.2], ['患者', '今天开始', 0.26], ['患者今', '天开始', 210.8]]
双侧卵巢大小	9	[['双侧卵巢', '大小', 13.21]]
息肉样赘生物	7	[['息肉样', '赘生物', 297.62]]
状态子宫内膜	11	[['状态', '子宫内膜', 29.26]]
血糖控制良好	21	[['血糖', '控制良好', 84.95], ['血糖控制', '良好', 4861.11]]
血糖控制良好	21	[['血糖', '控制良好', 84.95], ['血糖控制', '良好', 4861.11]]
主动脉瘤病史	11	[['主动脉瘤', '病史', 2.45], ['主动脉', '瘤病史', 1880.34], ['主', '动脉瘤病史', 2894.74]]
主动脉瘤病史	11	[['主动脉瘤', '病史', 2.45], ['主动脉', '瘤病史', 1880.34], ['主', '动脉瘤病史', 2894.74]]
主动脉瘤病史	11	[['主动脉瘤', '病史', 2.45], ['主动脉', '瘤病史', 1880.34], ['主', '动脉瘤病史', 2894.74]]
可见咖啡样物	17	[['可见', '咖啡样物', 20.24]]
随来我院就诊	8	[['随', '来我院就诊', 14.89]]
点滴阴道流血	20	[['点滴', '阴道流血', 48.37]]
自服药后症状	19	[['自服药后', '症状', 4.29], ['自服药', '后症状', 24.36], ['自服', '药后症状', 37.37], ['自', '服药后症状', 49.13]]
自服药后症状	19	[['自服药后', '症状', 4.29], ['自服药', '后症状', 24.36], ['自服', '药后症状', 37.37], ['自', '服药后症状', 49.13]]
自服药后症状	19	[['自服药后', '症状', 4.29], ['自服药', '后症状', 24.36], ['自服', '药后症状', 37.37], ['自', '服药后症状', 49.13]]
自服药后症状	19	[['自服药后', '症状', 4.29], ['自服药', '后症状', 24.36], ['自服', '药后症状', 37.37], ['自', '服药后症状', 49.13]]
查性激素正常	30	[['查性激素', '正常', 9.7], ['查', '性激素正常', 56.17]]
查性激素正常	30	[['查性激素', '正常', 9.7], ['查', '性激素正常', 56.17]]
患者诉数年前	18	[['患者诉', '数年前', 3.86]]
右上后牙牙折	5	[['右上后牙', '牙折', 128.63], ['右上后牙牙', '折', 2232.14]]
右上后牙牙折	5	[['右上后牙', '牙折', 128.63], ['右上后牙牙', '折', 2232.14]]
今到急诊就诊	15	[['今', '到急诊就诊', 27.83]]
左上肢放射痛	9	[['左', '上肢放射痛', 13.19], ['左上肢', '放射痛', 26.46]]
左上肢放射痛	9	[['左', '上肢放射痛', 13.19], ['左上肢', '放射痛', 26.46]]
昨日开始出现	37	[['昨日', '开始出现', 1.64], ['昨日开始', '出现', 3.57], ['昨', '日开始出现', 143.09]]
昨日开始出现	37	[['昨日', '开始出现', 1.64], ['昨日开始', '出现', 3.57], ['昨', '日开始出现', 143.09]]
昨日开始出现	37	[['昨日', '开始出现', 1.64], ['昨日开始', '出现', 3.57], ['昨', '日开始出现', 143.09]]
无伴头部着地	28	[['无伴', '头部着地', 5.04]]
头面部起皮疹	11	[['头', '面部起皮疹', 2.88], ['头面部', '起皮疹', 6.29], ['头面', '部起皮疹', 846.15]]
头面部起皮疹	11	[['头', '面部起皮疹', 2.88], ['头面部', '起皮疹', 6.29], ['头面', '部起皮疹', 846.15]]
头面部起皮疹	11	[['头', '面部起皮疹', 2.88], ['头面部', '起皮疹', 6.29], ['头面', '部起皮疹', 846.15]]
继发性肺结核	7	[['继发性', '肺结核', 36.97]]
出现颈部疼痛	11	[['出现', '颈部疼痛', 0.4], ['出现颈', '部疼痛', 526.32]]
出现颈部疼痛	11	[['出现', '颈部疼痛', 0.4], ['出现颈', '部疼痛', 526.32]]
近事遗忘为主	5	-
伴腰部不适感	6	[['伴腰', '部不适感', 275.48]]
右上腹部不适	5	[['右上', '腹部不适', 0.7], ['右上腹部', '不适', 1.16], ['右', '上腹部不适', 1.2], ['右上腹', '部不适', 24.3]]
右上腹部不适	5	[['右上', '腹部不适', 0.7], ['右上腹部', '不适', 1.16], ['右', '上腹部不适', 1.2], ['右上腹', '部不适', 24.3]]
右上腹部不适	5	[['右上', '腹部不适', 0.7], ['右上腹部', '不适', 1.16], ['右', '上腹部不适', 1.2], ['右上腹', '部不适', 24.3]]
右上腹部不适	5	[['右上', '腹部不适', 0.7], ['右上腹部', '不适', 1.16], ['右', '上腹部不适', 1.2], ['右上腹', '部不适', 24.3]]
量较平时月经	7	[['量较', '平时月经', 864.2]]
为黄白色粘痰	24	[['为', '黄白色粘痰', 4.9], ['为黄', '白色粘痰', 409.0]]
为黄白色粘痰	24	[['为', '黄白色粘痰', 4.9], ['为黄', '白色粘痰', 409.0]]
左侧头部外伤	5	[['左侧', '头部外伤', 2.36], ['左侧头部', '外伤', 84.8], ['左侧头', '部外伤', 1250.0]]
左侧头部外伤	5	[['左侧', '头部外伤', 2.36], ['左侧头部', '外伤', 84.8], ['左侧头', '部外伤', 1250.0]]
左侧头部外伤	5	[['左侧', '头部外伤', 2.36], ['左侧头部', '外伤', 84.8], ['左侧头', '部外伤', 1250.0]]
呈阵发性加剧	35	[['呈阵发性', '加剧', 1.0], ['呈', '阵发性加剧', 19.57]]
呈阵发性加剧	35	[['呈阵发性', '加剧', 1.0], ['呈', '阵发性加剧', 19.57]]
症状基本消失	6	[['症状', '基本消失', 14.43], ['症状基本', '消失', 253.49]]
症状基本消失	6	[['症状', '基本消失', 14.43], ['症状基本', '消失', 253.49]]
右下腹部疼痛	24	[['右下腹部', '疼痛', 5.09], ['右', '下腹部疼痛', 6.6], ['右下', '腹部疼痛', 37.42], ['右下腹', '部疼痛', 50.81]]
右下腹部疼痛	24	[['右下腹部', '疼痛', 5.09], ['右', '下腹部疼痛', 6.6], ['右下', '腹部疼痛', 37.42], ['右下腹', '部疼痛', 50.81]]
右下腹部疼痛	24	[['右下腹部', '疼痛', 5.09], ['右', '下腹部疼痛', 6.6], ['右下', '腹部疼痛', 37.42], ['右下腹', '部疼痛', 50.81]]
右下腹部疼痛	24	[['右下腹部', '疼痛', 5.09], ['右', '下腹部疼痛', 6.6], ['右下', '腹部疼痛', 37.42], ['右下腹', '部疼痛', 50.81]]
今日上午开始	9	[['今日上午', '开始', 3.57], ['今日', '上午开始', 68.49]]
今日上午开始	9	[['今日上午', '开始', 3.57], ['今日', '上午开始', 68.49]]
生命体征稳定	8	-
以颞部搏动样	22	-
患者自觉头痛	10	[['患者自觉头', '痛', 0.15], ['患者自觉', '头痛', 0.17], ['患者', '自觉头痛', 0.38]]
患者自觉头痛	10	[['患者自觉头', '痛', 0.15], ['患者自觉', '头痛', 0.17], ['患者', '自觉头痛', 0.38]]
患者自觉头痛	10	[['患者自觉头', '痛', 0.15], ['患者自觉', '头痛', 0.17], ['患者', '自觉头痛', 0.38]]
外伤及手术史	10	-
右侧乳腺胀痛	19	[['右侧乳腺', '胀痛', 24.43], ['右侧', '乳腺胀痛', 28.02]]
右侧乳腺胀痛	19	[['右侧乳腺', '胀痛', 24.43], ['右侧', '乳腺胀痛', 28.02]]
出生后即发现	8	-
曾自服消炎药	16	[['曾', '自服消炎药', 5.72], ['曾自服', '消炎药', 148.31], ['曾自', '服消炎药', 21333.33]]
曾自服消炎药	16	[['曾', '自服消炎药', 5.72], ['曾自服', '消炎药', 148.31], ['曾自', '服消炎药', 21333.33]]
曾自服消炎药	16	[['曾', '自服消炎药', 5.72], ['曾自服', '消炎药', 148.31], ['曾自', '服消炎药', 21333.33]]
子宫内膜较厚	9	-
自觉双侧腋下	5	[['自觉', '双侧腋下', 2.91], ['自觉双侧', '腋下', 1201.92]]
自觉双侧腋下	5	[['自觉', '双侧腋下', 2.91], ['自觉双侧', '腋下', 1201.92]]
诊断稽留流产	35	[['诊断', '稽留流产', 25.58]]
小时前看电视	8	-
每日排水样便	8	[['每日排', '水样便', 2.19], ['每日', '排水样便', 3.27]]
每日排水样便	8	[['每日排', '水样便', 2.19], ['每日', '排水样便', 3.27]]
生殖器赘生物	8	[['生殖器', '赘生物', 175.55]]
前曾有冶游史	10	[['前', '曾有冶游史', 1.02], ['前曾', '有冶游史', 65.02], ['前曾有', '冶游史', 1666.67]]
前曾有冶游史	10	[['前', '曾有冶游史', 1.02], ['前曾', '有冶游史', 65.02], ['前曾有', '冶游史', 1666.67]]
前曾有冶游史	10	[['前', '曾有冶游史', 1.02], ['前曾', '有冶游史', 65.02], ['前曾有', '冶游史', 1666.67]]
等效果不明显	7	[['等', '效果不明显', 0.48]]
等治疗症状可	7	[['等', '治疗症状可', 8.26], ['等治疗症状', '可', 15.67], ['等治疗', '症状可', 94.88]]
等治疗症状可	7	[['等', '治疗症状可', 8.26], ['等治疗症状', '可', 15.67], ['等治疗', '症状可', 94.88]]
等治疗症状可	7	[['等', '治疗症状可', 8.26], ['等治疗症状', '可', 15.67], ['等治疗', '症状可', 94.88]]
服用阿莫西林	6	[['服用', '阿莫西林', 1.44]]
左下后牙牙龈	5	[['左下后牙', '牙龈', 13.4], ['左下后牙牙', '龈', 3246.75]]
左下后牙牙龈	5	[['左下后牙', '牙龈', 13.4], ['左下后牙牙', '龈', 3246.75]]
未能自行缓解	8	[['未能', '自行缓解', 48.74]]
左上肢麻木感	15	[['左上肢麻木', '感', 6.99], ['左上肢', '麻木感', 43.51], ['左', '上肢麻木感', 105.49]]
左上肢麻木感	15	[['左上肢麻木', '感', 6.99], ['左上肢', '麻木感', 43.51], ['左', '上肢麻木感', 105.49]]
左上肢麻木感	15	[['左上肢麻木', '感', 6.99], ['左上肢', '麻木感', 43.51], ['左', '上肢麻木感', 105.49]]
四肢关节肿痛	29	[['四肢', '关节肿痛', 34.74], ['四肢关节', '肿痛', 129.23]]
四肢关节肿痛	29	[['四肢', '关节肿痛', 34.74], ['四肢关节', '肿痛', 129.23]]
丘疹伴痒数日	30	[['丘疹伴痒', '数日', 21.25]]
左下后牙缺损	5	[['左下后牙', '缺损', 13.68]]
后牙酸软数周	6	[['后牙酸软', '数周', 341.88]]
右侧附件囊肿	7	[['右侧', '附件囊肿', 31.66], ['右侧附件', '囊肿', 87.49]]
右侧附件囊肿	7	[['右侧', '附件囊肿', 31.66], ['右侧附件', '囊肿', 87.49]]
右腰背部疼痛	6	[['右', '腰背部疼痛', 5.61], ['右腰', '背部疼痛', 140.19]]
右腰背部疼痛	6	[['右', '腰背部疼痛', 5.61], ['右腰', '背部疼痛', 140.19]]
左侧附件囊肿	8	[['左侧', '附件囊肿', 34.5], ['左侧附件', '囊肿', 123.51]]
左侧附件囊肿	8	[['左侧', '附件囊肿', 34.5], ['左侧附件', '囊肿', 123.51]]
拔除左下后牙	10	[['拔除', '左下后牙', 16.97]]
左上后牙咬崩	12	[['左上后牙', '咬崩', 165.63]]
乙肝表面抗原	22	[['乙肝', '表面抗原', 252.58]]
左氧氟沙星片	11	[['左氧氟沙星', '片', 6.98]]
要求镶牙修复	10	[['要求镶牙', '修复', 148.81]]
等治疗后症状	9	[['等', '治疗后症状', 0.7], ['等治疗', '后症状', 3.85]]
等治疗后症状	9	[['等', '治疗后症状', 0.7], ['等治疗', '后症状', 3.85]]
自觉视物模糊	11	[['自觉', '视物模糊', 0.21]]
前牙反复松动	14	[['前牙反复', '松动', 266.16]]
既往有焦虑症	7	[['既往有', '焦虑症', 1.58]]
起淡红斑伴痒	20	[['起淡红斑伴', '痒', 23.18], ['起淡红斑', '伴痒', 123.41]]
起淡红斑伴痒	20	[['起淡红斑伴', '痒', 23.18], ['起淡红斑', '伴痒', 123.41]]
拉黄色水样便	7	[['拉', '黄色水样便', 123.33]]
月前出现怕热	5	[['月', '前出现怕热', 3.08], ['月前出现', '怕热', 22.91]]
月前出现怕热	5	[['月', '前出现怕热', 3.08], ['月前出现', '怕热', 22.91]]
胸背起皮疹伴	13	[['胸背起皮疹', '伴', 1.31], ['胸背', '起皮疹伴', 244.13]]
胸背起皮疹伴	13	[['胸背起皮疹', '伴', 1.31], ['胸背', '起皮疹伴', 244.13]]
高血压冠心病	105	[['高血压', '冠心病', 0.12]]
间壁心肌梗死	6	-
前牙牙肉疼痛	9	[['前牙牙肉', '疼痛', 3.14], ['前牙', '牙肉疼痛', 109.4]]
前牙牙肉疼痛	9	[['前牙牙肉', '疼痛', 3.14], ['前牙', '牙肉疼痛', 109.4]]
腹阵发性疼痛	6	[['腹', '阵发性疼痛', 1.41], ['腹阵发性', '疼痛', 4.88]]
腹阵发性疼痛	6	[['腹', '阵发性疼痛', 1.41], ['腹阵发性', '疼痛', 4.88]]
水样或稀烂便	14	-
半年来潮一次	11	[['半年', '来潮一次', 16.22]]
早孕反应减轻	6	[['早孕反应', '减轻', 3.34]]
出现上腹胀痛	16	[['出现', '上腹胀痛', 0.24], ['出现上腹胀', '痛', 3.65], ['出现上腹', '胀痛', 22.0]]
出现上腹胀痛	16	[['出现', '上腹胀痛', 0.24], ['出现上腹胀', '痛', 3.65], ['出现上腹', '胀痛', 22.0]]
出现上腹胀痛	16	[['出现', '上腹胀痛', 0.24], ['出现上腹胀', '痛', 3.65], ['出现上腹', '胀痛', 22.0]]
克罗米芬促排	7	[['克罗米芬', '促排', 38.38]]
约数分钟缓解	14	[['约数分钟', '缓解', 33.34]]
休息可稍缓解	7	[['休息', '可稍缓解', 8.17]]
患者要求拔除	38	[['患者', '要求拔除', 0.09], ['患者要求', '拔除', 175.55]]
患者要求拔除	38	[['患者', '要求拔除', 0.09], ['患者要求', '拔除', 175.55]]
饭后可稍缓解	5	[['饭后', '可稍缓解', 4.43], ['饭', '后可稍缓解', 111.51]]
饭后可稍缓解	5	[['饭后', '可稍缓解', 4.43], ['饭', '后可稍缓解', 111.51]]
宫腔粘连术后	24	[['宫腔粘连', '术后', 3.42]]
感冒药过敏史	6	[['感冒药', '过敏史', 2.35], ['感冒药过敏', '史', 4.68], ['感冒', '药过敏史', 16.04]]
感冒药过敏史	6	[['感冒药', '过敏史', 2.35], ['感冒药过敏', '史', 4.68], ['感冒', '药过敏史', 16.04]]
感冒药过敏史	6	[['感冒药', '过敏史', 2.35], ['感冒药过敏', '史', 4.68], ['感冒', '药过敏史', 16.04]]
右下后牙折断	17	[['右下后牙', '折断', 81.39]]
中药治疗好转	7	[['中药治疗', '好转', 0.5], ['中药', '治疗好转', 14.62]]
中药治疗好转	7	[['中药治疗', '好转', 0.5], ['中药', '治疗好转', 14.62]]
双足趾甲变形	12	[['双足', '趾甲变形', 366.41]]
血压控制欠佳	24	[['血压控制', '欠佳', 295.31], ['血压控制欠', '佳', 816.33]]
血压控制欠佳	24	[['血压控制', '欠佳', 295.31], ['血压控制欠', '佳', 816.33]]
移植两个胚胎	6	[['移植', '两个胚胎', 401.61]]
下腹部阵发性	9	[['下腹部', '阵发性', 1.46], ['下', '腹部阵发性', 3.88], ['下腹', '部阵发性', 138.46]]
下腹部阵发性	9	[['下腹部', '阵发性', 1.46], ['下', '腹部阵发性', 3.88], ['下腹', '部阵发性', 138.46]]
下腹部阵发性	9	[['下腹部', '阵发性', 1.46], ['下', '腹部阵发性', 3.88], ['下腹', '部阵发性', 138.46]]
右侧面部外伤	6	[['右侧面部', '外伤', 26.26], ['右侧', '面部外伤', 50.88], ['右侧面', '部外伤', 4687.5]]
右侧面部外伤	6	[['右侧面部', '外伤', 26.26], ['右侧', '面部外伤', 50.88], ['右侧面', '部外伤', 4687.5]]
右侧面部外伤	6	[['右侧面部', '外伤', 26.26], ['右侧', '面部外伤', 50.88], ['右侧面', '部外伤', 4687.5]]
近期休息欠佳	15	[['近期', '休息欠佳', 35.85]]
患者诉双耳闷	9	[['患者诉', '双耳闷', 7.67], ['患者诉双耳', '闷', 138.91]]
患者诉双耳闷	9	[['患者诉', '双耳闷', 7.67], ['患者诉双耳', '闷', 138.91]]
遂到急诊就诊	7	[['遂', '到急诊就诊', 235.22], ['遂到', '急诊就诊', 441.92]]
遂到急诊就诊	7	[['遂', '到急诊就诊', 235.22], ['遂到', '急诊就诊', 441.92]]
进食可疑食物	7	[['进食可疑', '食物', 330.97]]
全身散在皮疹	20	[['全身散在', '皮疹', 13.08], ['全身', '散在皮疹', 60.91]]
全身散在皮疹	20	[['全身散在', '皮疹', 13.08], ['全身', '散在皮疹', 60.91]]
顺产一男活婴	8	[['顺产一', '男活婴', 1904.76]]
少许咽部不适	14	[['少许', '咽部不适', 0.34]]
发现阴道出血	6	[['发现', '阴道出血', 0.06], ['发', '现阴道出血', 2.91], ['发现阴道', '出血', 6.84]]
发现阴道出血	6	[['发现', '阴道出血', 0.06], ['发', '现阴道出血', 2.91], ['发现阴道', '出血', 6.84]]
发现阴道出血	6	[['发现', '阴道出血', 0.06], ['发', '现阴道出血', 2.91], ['发现阴道', '出血', 6.84]]
患者家属发现	25	[['患者', '家属发现', 0.52], ['患者家属', '发现', 6.92]]
患者家属发现	25	[['患者', '家属发现', 0.52], ['患者家属', '发现', 6.92]]
对光反射迟钝	20	[['对光反射', '迟钝', 17543.86]]
开始出现恶心	13	[['开始出现', '恶心', 0.11], ['开始', '出现恶心', 1.24], ['开', '始出现恶心', 58.55]]
开始出现恶心	13	[['开始出现', '恶心', 0.11], ['开始', '出现恶心', 1.24], ['开', '始出现恶心', 58.55]]
开始出现恶心	13	[['开始出现', '恶心', 0.11], ['开始', '出现恶心', 1.24], ['开', '始出现恶心', 58.55]]
发现阴道流液	5	[['发现', '阴道流液', 0.43], ['发现阴道', '流液', 26.04]]
发现阴道流液	5	[['发现', '阴道流液', 0.43], ['发现阴道', '流液', 26.04]]
等药物后症状	10	[['等药物', '后症状', 6.03], ['等', '药物后症状', 9.84]]
等药物后症状	10	[['等药物', '后症状', 6.03], ['等', '药物后症状', 9.84]]
关节梭形改变	8	-
日前开始出现	82	[['日前开始', '出现', 20.01], ['日', '前开始出现', 24.94], ['日前', '开始出现', 46.36]]
日前开始出现	82	[['日前开始', '出现', 20.01], ['日', '前开始出现', 24.94], ['日前', '开始出现', 46.36]]
日前开始出现	82	[['日前开始', '出现', 20.01], ['日', '前开始出现', 24.94], ['日前', '开始出现', 46.36]]
伴排黄色糊状	14	[['伴', '排黄色糊状', 0.71], ['伴排', '黄色糊状', 922.27]]
伴排黄色糊状	14	[['伴', '排黄色糊状', 0.71], ['伴排', '黄色糊状', 922.27]]
左上牙龈肿痛	7	[['左上', '牙龈肿痛', 6.55], ['左上牙龈', '肿痛', 187.17]]
左上牙龈肿痛	7	[['左上', '牙龈肿痛', 6.55], ['左上牙龈', '肿痛', 187.17]]
反复出现恶心	9	[['反复出现', '恶心', 0.13], ['反复', '出现恶心', 0.27]]
反复出现恶心	9	[['反复出现', '恶心', 0.13], ['反复', '出现恶心', 0.27]]
曾至本院诊治	14	-
吸氧后送我院	22	[['吸氧', '后送我院', 909.84]]
干净后未同房	10	[['干净', '后未同房', 9.26], ['干', '净后未同房', 207.68]]
干净后未同房	10	[['干净', '后未同房', 9.26], ['干', '净后未同房', 207.68]]
出现咽喉疼痛	7	[['出现', '咽喉疼痛', 0.03]]
昨晚又起咳嗽	6	-
排黑色水样便	8	[['排黑色', '水样便', 11.82], ['排', '黑色水样便', 34.96]]
排黑色水样便	8	[['排黑色', '水样便', 11.82], ['排', '黑色水样便', 34.96]]
接回我院急诊	30	[['接回我院', '急诊', 28.12], ['接回', '我院急诊', 81.46]]
接回我院急诊	30	[['接回我院', '急诊', 28.12], ['接回', '我院急诊', 81.46]]
胚胎停育要求	7	[['胚胎停育', '要求', 0.5]]
向右臀部放射	12	-
凌晨出现发热	19	[['凌晨出现', '发热', 2.78], ['凌晨', '出现发热', 3.9]]
凌晨出现发热	19	[['凌晨出现', '发热', 2.78], ['凌晨', '出现发热', 3.9]]
曾来我科就诊	7	[['曾', '来我科就诊', 2.07]]
患者诉半月前	17	[['患者诉', '半月前', 3.08]]
未予药物治疗	15	[['未', '予药物治疗', 1.06], ['未予', '药物治疗', 94.7]]
未予药物治疗	15	[['未', '予药物治疗', 1.06], ['未予', '药物治疗', 94.7]]
反复出现脐周	10	[['反复出现', '脐周', 0.85], ['反复', '出现脐周', 0.96]]
反复出现脐周	10	[['反复出现', '脐周', 0.85], ['反复', '出现脐周', 0.96]]
未做特殊治疗	14	[['未做', '特殊治疗', 980.39]]
患者半年余前	11	[['患者', '半年余前', 0.27], ['患者半年', '余前', 270.67]]
患者半年余前	11	[['患者', '半年余前', 0.27], ['患者半年', '余前', 270.67]]
天前病人出现	15	[['天前病人', '出现', 20.74], ['天前', '病人出现', 53.87]]
天前病人出现	15	[['天前病人', '出现', 20.74], ['天前', '病人出现', 53.87]]
月经周期规律	14	[['月经周期', '规律', 2.32], ['月经', '周期规律', 20.45]]
月经周期规律	14	[['月经周期', '规律', 2.32], ['月经', '周期规律', 20.45]]
阴道点滴出血	19	[['阴道', '点滴出血', 14.39]]
尿路结石病史	5	[['尿路结石', '病史', 2.37], ['尿路', '结石病史', 2525.25]]
尿路结石病史	5	[['尿路结石', '病史', 2.37], ['尿路', '结石病史', 2525.25]]
遂于我科就诊	18	[['遂', '于我科就诊', 138.25], ['遂于', '我科就诊', 12500.0]]
遂于我科就诊	18	[['遂', '于我科就诊', 138.25], ['遂于', '我科就诊', 12500.0]]
基因检查提示	9	[['基因', '检查提示', 200.8]]
前列腺癌术后	21	[['前列腺癌', '术后', 4.29], ['前列腺', '癌术后', 941.28]]
前列腺癌术后	21	[['前列腺癌', '术后', 4.29], ['前列腺', '癌术后', 941.28]]
仅用护垫即可	8	[['仅', '用护垫即可', 260.93]]
畸胎瘤剔除术	14	[['畸胎瘤', '剔除术', 564.97]]
伴有呼之可应	24	[['伴有', '呼之可应', 10.87]]
昨起出现发热	6	[['昨起', '出现发热', 0.4], ['昨起出现', '发热', 0.74], ['昨', '起出现发热', 17.74]]
昨起出现发热	6	[['昨起', '出现发热', 0.4], ['昨起出现', '发热', 0.74], ['昨', '起出现发热', 17.74]]
昨起出现发热	6	[['昨起', '出现发热', 0.4], ['昨起出现', '发热', 0.74], ['昨', '起出现发热', 17.74]]
予黄体酮肌注	7	[['予', '黄体酮肌注', 49.98], ['予黄体酮', '肌注', 113.36]]
予黄体酮肌注	7	[['予', '黄体酮肌注', 49.98], ['予黄体酮', '肌注', 113.36]]
服用中药调理	18	[['服用', '中药调理', 8.82], ['服用中药', '调理', 199.8]]
服用中药调理	18	[['服用', '中药调理', 8.82], ['服用中药', '调理', 199.8]]
送至我院急诊	18	[['送至我院', '急诊', 164.47], ['送至', '我院急诊', 1935.48]]
送至我院急诊	18	[['送至我院', '急诊', 164.47], ['送至', '我院急诊', 1935.48]]
伴有少许头晕	8	[['伴有', '少许头晕', 0.26], ['伴有少许', '头晕', 1.26]]
伴有少许头晕	8	[['伴有', '少许头晕', 0.26], ['伴有少许', '头晕', 1.26]]
高血压等疾病	7	[['高血压', '等疾病', 10.84]]
下午起上腹痛	6	[['下午', '起上腹痛', 32.71]]
冷热刺激加重	65	[['冷热刺激', '加重', 4.99]]
可闻及哮鸣音	12	[['可闻及', '哮鸣音', 744.42]]
过长子宫内膜	14	[['过长', '子宫内膜', 29.94]]
既往有癫痫史	6	[['既往有', '癫痫史', 4.9]]
外院唐氏筛查	8	[['外院', '唐氏筛查', 3.98]]
