	0
放松	11
崩	11
餐后加重	11
晚饭时	11
剥脱	11
患者于凌晨	11
未予特殊	11
安宫	11
眼屎多	11
尺	11
外院治疗后好转	11
循环	11
无明显诱因出现腹	11
休息后稍好转	11
谷	11
紫红斑	11
自服散利	11
患者缘	11
脸部起淡红丘疹	11
游泳史	11
偶尔瘙痒	11
前列腺癌病史	11
乙型脑炎	11
散过敏	11
无明显诱因出现剑突下隐痛	11
仍觉咽痛	11
无向	11
即来就诊	11
双眼红肿	11
全身散在	11
侧切缘	11
高级别上	11
觉充填物脱落	11
多卡因	11
我院超声造影	11
予补液治疗后	11
左股骨	11
关节注射	11
肾炎综合征	11
出现上	11
周前起反复出现上腹部胀痛	11
戒	11
瓣膜替换手术后	11
拘急	11
偶有声咳	11
双手麻	11
胃纳较前	11
摔倒致	11
患儿昨日出现发热	11
患者误咽	11
我院精液检查提示弱精症	11
椎间	11
面颈部皮疹	11
服用降糖药	11
胸部皮疹伴瘙痒	11
宫颈癌术后	11
刚刚	11
左下后牙龋坏	11
枯萎	11
腹腔镜下子宫肌瘤剔除	11
出现双侧乳腺胀痛	11
菌群	11
患者于今早开始出现头晕	11
及凌晨	11
眉心	11
解术	11
负性思维	11
随后出现咳嗽	11
半天前开始出现	11
楼梯	11
尤以夜晚为甚	11
冠心病陈旧性	11
现计划生育	11
被打	11
呼吸及	11
伐	11
增强扫描	11
髋关节	11
叩击	11
补充维生素	11
数月来右下后牙反复	11
双腋窝异味	11
检查衣原体阴性	11
眼眶	11
凝胶	11
四会	11
针后	11
前牙崩折	11
膈未见异常	11
予抗病毒	11
致头痛	11
曾至外院予	11
数年前开始	11
舌暗红	11
排斥	11
绿色粘液痰	11
足光散	11
灌	11
诊断科就诊	11
血淀粉酶未见异常	11
曾至外院	11
芬吗通	11
不明原因出现全身皮肤散在皮疹	11
性阻塞	11
西替利嗪片	11
子宫纵膈	11
剥离	11
右输卵管通而不畅	11
出现咽部疼痛	11
以脐下	11
予抗	11
溶血	11
检查甲功三项	11
均于	11
为湿疹	11
距	11
分钟可自行缓解	11
顺产后复查	11
饮食不	11
症状可好转	11
强回声	11
中见	11
癔病病史	11
头孢治疗后	11
智齿	11
觉全身疲倦乏力	11
月在外院行	11
与家人	11
咳嗽咯少痰	11
咳嗽剧烈时觉胸痛	11
混浊	11
咯白稍粘痰	11
阴囊肿物	11
曾来我院门诊就诊	11
早产一女	11
课	11
左侧积水	11
但未诊治	11
月经准	11
皮肤血管瘤于	11
双相情感	11
左侧输尿管狭窄术后	11
细菌性	11
考虑妊娠残留	11
喉癌	11
为空腹痛	11
于我院行根管预备术	11
白色粘稠	11
解多次黄色稀	11
肌注苄星青霉素	11
減轻	11
右手皮疹伴瘙痒	11
夹伤	11
在当地卫生	11
弓形虫抗体	11
月经量稍少	11
血痂	11
偶伴胸闷	11
小时前突然再次	11
胚胎移植术后	11
予改善循环	11
到本院就诊	11
小时前出	11
头面部起皮疹	11
乐趣丧失	11
已在	11
未见胚胎	11
夜眠不佳	11
小时更换一次卫生巾	11
小便涩滞	11
左耳听力	11
扩增	11
内科行	11
日前出现腹疼痛	11
外阴新生物	11
外院验	11
舌淡胖	11
监视	11
像	11
左下后牙进食时	11
消瘦半年	11
鸡眼膏	11
有少许头晕	11
优势卵	11
头顶部为主	11
大便溏烂	11
咽喉肿痛	11
不慎摔伤后	11
自服药物治疗	11
洛贝林	11
周死胎	11
保守手术	11
后出现左	11
未见美兰流	11
前牙区肿痛	11
呈阵发性闪电样疼痛	11
治疗后未见好转	11
肢体麻木乏力	11
左手食指	11
轻度糜烂	11
诱因出现右下腹疼痛	11
用过	11
后牙酸痛	11
下午低热	11
缝线	11
手脚麻痹	11
自服莲花清瘟胶囊	11
下腹阵发性绞痛	11
反复念珠菌感染	11
内分泌科住院	11
患儿中午起出现发热	11
患者于半小时前突然出现	11
本次月经量多	11
左肾积水	11
肢体麻木不适	11
当时觉头痛	11
行输卵管造影	11
患儿中午起	11
患者近期有	11
间断性疼痛	11
反复出现左下腹痛	11
少许粘白痰	11
肌注达菲林	11
复方甘草酸苷	11
质粘	11
裸花紫珠片	11
右上肢放射痛	11
右侧胸部疼痛	11
放入	11
方案予	11
半小时前出现阴道流血	11
三胎	11
岗	11
心烦口渴	11
肿瘤医院	11
外固定	11
纱	11
小柴胡颗粒	11
未予特别治疗	11
检查甲功正常	11
提示宫腔	11
墙	11
化扁	11
致康胶囊	11
耳廓	11
右上后牙烂数月	11
进食后出现恶心	11
血色淡红	11
面部麻痹	11
大便偏硬	11
病变或	11
绒毛染色体检查	11
子宫纵隔	11
电灼	11
右手拇指	11
侧输卵管切除术	11
胸壁疼痛	11
排水样	11
发性醛固酮增多	11
哈乐	11
肩背部疼痛	11
脸部肿胀	11
今晨起上腹痛	11
口服降糖药	11
腹腔镜子宫肌瘤剔除手术	11
长骨	11
主要为脐周隐痛	11
有头胀	11
钻	11
进食可	11
皮损多年	11
间伴鼻痒	11
侧肢体乏力	11
疲劳时症状加重	11
软弱	11
单声	11
蜂	11
钉	11
刻	11
行宫腔粘连分离术	11
患者于去年	11
胃纳好转	11
治疗后症状较前	11
子宫肌瘤术后	11
皮肤红	11
符合盆腔粘连征	11
患者昨天前出现	11
及腰骶痛	11
呈刺激性	11
排黑色成形便	11
签字出	11
现由外院	11
于广州	11
舌稍红	11
不慎扭伤左足	11
随机	11
之不	11
尿道狭窄	11
患者诉双耳	11
感冒茶	11
自觉右下后牙区疼痛	11
左膝部疼痛	11
无明显诱滑倒	11
项目	11
腰背酸痛	11
左侧臀部疼痛	11
咳黄色黏痰	11
脐动脉	11
优生检查	11
间伴涨痛	11
麻疹疫苗	11
左上后牙咬合疼痛	11
去除	11
已完成	11
无四肢关节疼痛	11
予中医治疗	11
暴晒史	11
行取环术	11
白内障手术史	11
患者今天开始出现畏寒	11
初为颜面部	11
别人	11
色素斑多年	11
拉稀	11
小板正常	11
为阵发性连声咳	11
牙龈萎缩	11
簇	11
健康男婴	11
螺内酯	11
超声提示胎儿	11
患者半年余前	11
胸廓	11
患者于半年	11
蔓延至	11
明显增高	11
前飘影	11
免疫治疗后	11
农	11
回声模糊	11
门脉高	11
足趾甲改变	11
阴茎赘生物	11
大便墨绿烂	11
肾衰竭期	11
建议转	11
呋塞米	11
混合球蛋白	11
房间	11
呈凹陷性	11
余年前开始	11
卵巢囊肿手术	11
患者家属诉	11
大便黄绿烂	11
全母乳喂养	11
吃虾引起	11
就诊要求拔除	11
工作紧张	11
偶伴头痛	11
渐好转	11
患者今日开始	11
现至我院就诊	11
动则尤甚	11
外用药后	11
目前做针灸治疗	11
自觉肢体不适感	11
患者掏耳	11
在留置导尿管已	11
饮食及运动控制	11
外院行人流术	11
耐	11
涨痛	11
舌体	11
自觉视物模糊	11
遂来我院门诊就诊	11
今早起床时	11
在我院定期产检	11
瘤病毒	11
杆	11
今到我院急诊就诊	11
左侧输卵管伞端	11
胸壁为主	11
乙脑疫苗	11
湖	11
核实孕	11
月顺产	11
我院精液检查正常	11
患儿今天开始出现咳嗽	11
于我科治疗	11
以饭后	11
矫正胎龄	11
泛恶	11
点起	11
卵巢黄体	11
精液提示	11
胃肠功能	11
稍烦躁	11
氧化锌	11
数天前曾有	11
氧氟沙星过敏	11
安静时	11
乳腺结节	11
黄体酮安胎治疗	11
大腿被开	11
右面部皮疹	11
肉芽肿	11
白细胞酯酶弱阳性	11
三日	11
部皮疹伴瘙痒	11
右侧腰腹部绞痛	11
物后出现腰部疼痛	11
无耳鸣听力下降	11
外院治疗症状	11
出现颈部疼痛	11
患者数月前出现	11
及右下腹	11
行输卵管	11
谷丙转氨酶	11
天前病人出现头晕	11
开始出现腹胀	11
力衰竭史	11
服用达英调理	11
排成形黑便	11
血崩	11
小时前进食鱼	11
阴道分泌物呈乳白色粘液状	11
在家跌倒	11
右下肢肿胀	11
沉重感	11
诊断原	11
患者自诉半月前开始	11
阵发性呼吸困难	11
畏寒怕冷	11
初期有	11
患者昨晚进食	11
今日出现腹痛	11
现由	11
局部起	11
服用中药及	11
自知力	11
行支架植入术	11
咳痰量少	11
十余天前	11
小便稍少	11
双侧扁桃体	11
自觉左下	11
以躯干	10
既往有脑卒中	10
天前起出现腹痛	10
自服药后好转	10
会加重	10
当时即觉	10
半天前再次	10
深褐色	10
多种药膏外涂	10
半年前感冒后出现咳嗽	10
等药物后症状	10
站立不能	10
个囊胚	10
复查看报告	10
于我科住院诊断为	10
自觉口腔异味	10
左上后牙自发性	10
患者半小时前突发	10
口弄白沫	10
已放支架	10
手足起皮疹	10
多年前出现	10
双侧卵巢多个	10
口服速效救心丸	10
风油	10
曾外院	10
手术记录	10
心脏手术	10
腰椎退行性	10
钢	10
心电图等	10
充盈缺损	10
在当地诊	10
异常回声团	10
尿濒	10
一周前病人出现咳嗽	10
十二指肠	10
抽烟	10
伤口渗血	10
双侧输卵管造影	10
说话时	10
异位妊娠保守治疗	10
耳垂周围肿痛	10
在我院住院诊断为高血压	10
口服中药治疗	10
等药膏	10
已行手术	10
来反复发作	10
浓涕	10
举	10
现仍未	10
下午开始出现头痛	10
无明显诱因出现左下肢疼痛	10
硫唑嘌呤	10
闭口	10
保护胃	10
晨起咳黄痰	10
脸部起皮损	10
患者家属取药	10
细胞低	10
无视物模糊等	10
情绪不佳	10
膀胱区疼痛	10
婚后爱人	10
豆腐	10
发作约半小时	10
至今未排大便	10
患者于今日早上	10
右手起皮疹	10
脉管	10
十日	10
珠	10
夫妇双方	10
上消	10
素亚	10
孕期在外院产检	10
饮酒后出现	10
右侧输卵管伞端粘连	10
有新出	10
吃奶量一般	10
全子宫切除	10
柱	10
的药物	10
一溲一	10
既往体检	10
无含粘液	10
左髋疼痛	10
产期	10
昼夜	10
支气管舒张试验阳性	10
宫腔镜检查提示子宫内膜息肉	10
曾于我院诊断为	10
面部红斑伴痒	10
左上肢痹痛	10
全身皮疹伴瘙痒半年	10
用达英后	10
甲氨蝶呤	10
米糊	10
净后	10
排黑色成形大便	10
点时	10
前牙反复肿痛	10
口服退热药	10
在我院行冠脉造影术	10
有头部胀痛	10
头面部皮疹伴瘙痒	10
患者于昨天开始出现腹胀	10
反射至背部	10
扶起	10
金属环	10
一孩	10
情绪易紧张	10
养狗史	10
项背	10
附件	10
通静脉通路	10
动脉硬化性脑	10
右上后牙反复肿痛	10
在我院诊断	10
混浊如膏	10
计算力	10
予以药物治疗后症状未见缓解	10
得温	10
无明显诱因出现右髋疼痛	10
左上后牙折裂	10
膜颜色淡红	10
不慎咬裂	10
因出现全身皮肤散在皮疹	10
由家人送来本院	10
患者既往有鼻炎史	10
腋	10
建议住院	10
患者昨天开始出现咽痒	10
尺侧	10
右侧牙	10
非特殊类型	10
后出现咽	10
伴怕热	10
自然周期有优势卵泡	10
胆管癌	10
后突然	10
患者两天前开始	10
行介入术	10
口腔科就诊	10
胸骨疼痛	10
外院门诊	10
妊娠在我院	10
下壁心肌梗塞	10
半天前觉恶心	10
病重送我院就诊	10
外院予注射	10
佝偻病	10
主任	10
已停服	10
有脑	10
形成溃疡	10
病理检查提示	10
易疲劳	10
曾在外院做	10
于我科行根管治疗	10
芦荟	10
复查血糖	10
缺血性	10
逐渐转	10
进食后出现腹泻	10
输注	10
不慎将铁屑误入右眼	10
尿量不详	10
达克宁霜	10
进食不慎致左上牙咬裂	10
与姿势	10
支架置入术后	10
患者十日前起	10
肛门瘙痒	10
天前再次	10
周围肌	10
甲状腺亢进	10
离开	10
全身风团伴瘙痒反复	10
上腹饱胀感	10
击	10
前列腺稍	10
脂痂	10
玻璃体	10
自服抗病毒	10
霉素过敏	10
曾到我院	10
和泡沫尿	10
时觉胸闷	10
卡鱼刺	10
手指运动和	10
宫颈长度	10
后可稍退热	10
自服喇叭正露丸	10
外科住院治疗	10
融合成片	10
发展至全身	10
曾用药治疗	10
患者自觉症状加重	10
已做去势	10
来我院治疗	10
感冒药过敏	10
蓝苓口服液	10
扭转	10
外院输卵管	10
的事情	10
伞部	10
先计划二胎	10
烯	10
曾与	10
左下肢麻痹	10
下段狭窄术后	10
上消化道钡餐	10
皮肤肿物	10
双侧颈	10
置入	10
咯痰黄白色	10
雪	10
伴手	10
稍偏高	10
后出现咽喉部疼痛	10
位时明显	10
双侧肾积水	10
偶有少许	10
日在我院	10
又排	10
昨晚又起发热	10
景	10
样增生	10
虹	10
入我院急诊就诊	10
支架置入术	10
外院拔牙	10
最高收缩压	10
血压控制不详	10
检查精液提示	10
无遗	10
丘疹伴痒反复	10
近日排烂便	10
早醒为主	10
分钟后可自行缓解	10
等不适感	10
但有头晕	10
囊肿剔除	10
肚	10
关节屈伸不利	10
我院门诊就诊	10
斑秃	10
输卵管结扎手术	10
前再次	10
皮肤巩膜黄染	10
时左耳	10
数粒	10
出现腰骶部疼痛	10
苯	10
伴排气	10
既往有支气管扩张	10
黏	10
笋	10
左侧面	10
防晒霜	10
拟怀孕	10
患者于数月	10
无法自然	10
在广州市第一	10
脑室	10
中指致疼痛	10
新增	10
开窗	10
诉近期	10
有少许流血	10
无窒息	10
患者自觉胸闷	10
肾盂连接处狭窄术后	10
轻微痛	10
晚起皮疹	10
怯寒	10
右侧输卵管峡部阻塞	10
神志清晰	10
纳稍差	10
聚克	10
抗毒	10
性胃	10
玉兰油	10
素升高	10
伴有排尿困难	10
曾胚停	10
臀部起红斑	10
药物治疗后好转	10
要求取	10
解痉治疗	10
水器	10
常需要	10
少量白色粘液痰	10
左腰腹部起皮疹	10
昨天开始出现皮疹	10
予预防感染	10
自服吗丁啉后	10
沐浴	10
患者诉其	10
血丝及	10
底裤	10
可扪及	10
未服降压药	10
自述左上牙齿烂	10
日光	10
服用抗凝血	10
外观未见异常	10
无明显诱因出现头部不适	10
右颌下	10
咸	10
诱因出现阴道少许流血	10
消化内科就诊	10
偶有腰痛	10
左耳廓	10
尚可平卧	10
小指外伤	10
同侧	10
丈夫外院精液检查提示	10
予抗痨治疗	10
浸润性	10
双足红斑	10
结肠癌手术史	10
数天前出现	10
五年	10
今到我院	10
电梯	10
色淡褐	10
缘于今晚	10
活动时多	10
双侧肾	10
腸	10
未按时	10
自述右上牙齿	10
周期缩短	10
吸刮妊娠残留物	10
双下肢静脉	10
吸收	10
穴位注射	10
等相关	10
瘘管	10
双手指起	10
搞	10
结晶盐沉着	10
到社区卫生	10
右足跟	10
原位癌	10
有类似情况	10
白带血丝状	10
前列腺特	10
发现右下后牙龋坏	10
小时觉头痛	10
左侧膝关节	10
左下后牙充填体脱落	10
自服退烧药	10
行走加剧	10
间有咽部不适	10
类药物过敏	10
亚急性	10
颏部外伤	10
超声检查未见明显异常	10
外裤	10
涩感	10
右肾囊肿	10
伴有腰酸	10
无咖啡样或鲜红色	10
稍模糊	10
肌壁间	10
未见盆腔黏连	10
窒息而憋醒	10
扭伤致腰痛	10
临床	10
左侧输卵管妊娠在外院行	10
敷药	10
挖空细胞	10
伴有同侧头面部疼痛	10
在当地医院住院治疗	10
夜间入睡	10
持续数十分钟	10
能使疼痛	10
头孢菌素过敏史	10
胃药后症状	10
错	10
小时前出现右	10
前臂烫伤	10
云	10
凡拉蒙	10
今日症状明显加重	10
中午饭后	10
右下颌后牙疼痛	10
用药效果不	10
双输卵管积液	10
又觉头晕	10
菊	10
洒	10
患者于十余天前开始	10
分裂	10
右腮腺	10
辛伐他汀	10
仝上	10
起疱求治	10
毛虫接触史	10
右手被	10
脐部渗液	10
射频消融术后	10
中孕	10
在本院予	10
肌注鲁米那	10
右下肺肺炎	10
口腔糜烂	10
皮损伴痒	10
既往有鼻炎病史	10
胸肋部疼痛	10
无恻肢体乏力	10
反复出现脐周	10
大腿放射	10
无明显原因下开始	10
右膝关节肿痛	10
诱因出现右下腹坠胀痛	10
红色皮肤斑到今	10
行试管婴儿	10
嘴唇肿胀	10
左上肢体	10
出现全身皮肤散在皮疹	10
否认基础疾病	10
避孕至	10
目眩	10
军训	10
觉脐周阵发性隐痛	10
前感觉	10
环指外伤	10
伴咳黄色粘痰	10
多次类似症状	10
之后未	10
儿童医院	10
双手赘生物	10
患者于我院	10
动时	10
要求上环手术	10
自诉未	10
患者自觉头痛	10
无肢体麻木感	10
桥中	10
患者今早起	10
自觉心	10
清洁	10
保留输卵管	10
食指致疼痛	10
吹空调	10
行走障碍	10
腹式右侧输卵管切开取胚术	10
面部肿痛	10
干净后未同房	10
伴腰部	10
下腹部坠胀	10
诉有低热	10
痒数周	10
忽冷忽热	10
已痊愈	10
阑尾切除	10
平躺后可自行回纳	10
座	10
生殖道	10
无明显诱因出现哭闹加剧	10
炉	10
于本院治疗	10
后苏醒	10
左侧下腹隐痛	10
右上肢麻	10
彩超示	10
我院精液检查	10
过敏性紫癜	10
刚出	10
有慢性浅表性胃炎	10
有返酸嗳气	10
皮损扩大	10
刚才突发	10
呈饱胀感	10
持续几分钟	10
强回声团	10
予以摘除	10
陆续	10
间质崩解	10
患者数周前	10
曾在我科住院治疗	10
左下后牙冷热	10
患者今日开始出现头痛	10
工具避孕至	10
宫腔镜术后复查	10
祛斑	10
黄色渗液	10
别嘌呤	10
有些	10
先着地	10
少寐多梦而易惊醒	10
婚后未避孕	10
沙样	10
不洁	10
反复起群集性	10
硬联合	10
小便稍	10
金黄色	10
仔	10
滚	10
遇冷空气	10
仍有低热	10
间有轻微头晕	10
自行滴用氯霉素	10
眼分泌物增多	10
持续至今未	10
半年前开始出现咳嗽	10
心室强回声	10
患者家长诉其左耳	10
茶碱	10
间质部梗阻	10
尚稳定	10
说明	10
门诊予	10
昨日排烂便	10
和呕吐	10
声唱歌后出现	10
中度混合性肺通气功能障碍	10
坚持使用信必可	10
患者于半小时前突发	10
恶闻声响	10
予补佳乐	10
降支近段	10
增生物多年	10
开始出现双下肢浮肿	10
多潘立酮	10
双侧输卵管伞端粘连	10
仍未来潮	10
左踝部	10
在当地医院检查	10
左上后牙进食时	10
前瘘管	10
间质瘤	10
钢板	10
边界欠清	10
在本院确诊	10
自述右下牙齿有龋洞	10
白稍粘痰	10
容易感冒	10
小时前病人出现恶心	10
希罗达	10
嗜酒史	10
在我院行手术	10
不能完全	10
发现左下后牙龋坏	10
有胆囊息肉	10
诉今天	10
口服降压药	10
一次月经	10
呼吸费力	10
含少许	10
曾到本院住院治疗	10
性骨折	10
宠物	10
黄体酮治疗后	10
陈旧性肺结核	10
未见咖啡样或	10
偶有轻度	10
涨奶	10
无异	10
曾于我院门诊	10
前起皮疹伴痒	10
双方地贫	10
食指被刀切伤	10
检查单	10
说话多	10
轻度弱精症	10
已在我院	10
无尿急尿频	10
平素月经尚规律	10
嗜酒	10
小时前病人饮酒后出现	10
乙肝核	10
为清水样	10
橙	10
的调节钙代谢治疗后	10
太阳穴	10
才来	10
花生米	10
反复出现皮疹	10
胎盘组织液治疗	10
全身疲倦乏力	10
考虑转移瘤	10
出现左侧脸颊至	10
为脐下	10
自觉双眼视力下降	10
发现右侧颈部	10
后牙酸软不适	10
穿心莲	10
自觉咬物	10
自服救心丹后症状	10
患者今早开始出现	10
多处擦伤	10
院记录	10
双眼老年	10
呈糊	10
嘈杂灼热	10
呈进行性	10
恩替卡韦	10
小腿被	10
儿童医院诊治	10
乳房柔软	10
成熟	10
月来我院就诊	10
右手中指	10
夜间睡眠不安	10
继有咳嗽	10
昨晚起发热退	10
紫杉醇	10
直肠癌手术	10
在我院引产	10
一直在	10
后未孕	10
患儿晨起发热	10
分化	10
月前曾	10
境	10
双下肺支气管炎	10
横结肠	10
妄想	10
丘疹数日	10
半天前觉剑突下	10
天前受凉后	10
右肘疼痛	10
鳞屑伴痒	10
左腋窝	10
曾在我院住院	10
双侧输卵管整形	10
天前觉头晕	10
极膏	10
白细胞低	10
无明显诱因出现右踝关节疼痛	10
皮疹可	10
右上后牙充填体脱落	10
右侧宫外孕保守治疗	10
帮	10
呈深褐色	10
子宫肌壁间	10
流黄粘	10
考虑胎盘植入	10
胎盘绒毛	10
哈	10
起立	10
排黄色稀烂样便	10
腺肌瘤	10
普通	10
少弱精	10
呼吸机辅助通气	10
自杀观念	10
今来我科要求补牙	10
患者诉近	10
踢伤	10
疲惫	10
右侧肾积水	10
自服芬必得后	10
伴有灼热	10
轮廓	10
否认糖尿病等病史	10
肺炎病史	10
有鼻窦炎病史	10
即查	10
腹腔镜保守治疗	10
症状较轻	10
发现右上后牙松动	10
感觉疲倦	10
失眠多年	10
帕	10
清扫术	10
年底	10
刚突然	10
遂呼叫	10
等治疗后好转	10
双下肢起	10
呈放射样	10
无明显诱因出现左侧胸痛	10
长期有咳嗽	10
伴全身不适	10
泄	10
睡眠呼吸暂停综合征	10
外院输卵管通液	10
建议进一步检查	10
胃窦炎病史	10
左侧精索	10
曲安奈德	10
锻炼	10
脆	10
顶体	10
曾多	10
发现右手腕	10
咽癌放化疗	10
均存活	10
持续半	10
色黯	10
黑曚	10
吞咽异物感	10
较甚	10
前列腺电切术后	10
氯比格雷	10
临	10
宫腔内混合回声团	10
宫腔镜示	10
粘液血丝	10
此核型为	10
有少许头痛	10
为餐后	10
因封闭抗体阴性	10
体虚	10
全子宫	10
隆鼻	10
眼睑起皮疹	10
近十天	10
撒	10
小时前被人打伤	10
想法	10
省妇幼	10
替米沙坦	10
解稀水样便	10
呛	10
上楼	10
在路边	10
产手术史	10
短效避孕药	10
前列地尔	10
胸部外伤	10
扑热	10
楼气短	10
予以对症治疗后	10
咯少许黄白痰	10
头脸	10
吐语欠清	10
蛇胆川贝	10
前曾到	10
双手指甲变形	10
卵巢肿物	10
右侧附件正常	10
顺娩一	10
复查封闭抗体	10
穿孔	10
服药后症状稍缓解	10
咽癌放化疗后	10
有肺炎	10
反射痛	10
右侧卵巢畸胎瘤	10
左足底	10
续治	10
酸奶	10
起淡红斑伴	10
检查宫颈	10
丈夫精液检查未	10
来拆线	10
右踝疼痛	10
丈夫精液检查正常	10
曾接种	10
要求镶牙修复	10
左侧下后牙牙龈反复肿痛	10
轻微肿胀	10
精子总数	10
右下后牙区疼痛	10
左侧耳鸣	10
唇甲青紫	10
革	10
未行处理	10
舌部	10
接触洗涤剂	10
脸部起淡红斑伴痒反复	10
我院予	10
肿瘤切除术	10
宫肌瘤剔除术	10
左氧氟沙星过敏史	10
量一直较少	10
左乳腺	10
伴钙化斑	10
蛋糕	10
为持续性疼痛	10
裂隙	10
患者于三天前开始反复	10
觉右第	10
社区卫生	10
孕酮提示黄体功能尚可	10
持续约十余分钟	10
结节影	10
下肢关节	10
甲状腺瘤	10
行右	10
体检查	10
卵巢癌术后	10
人工授精	10
咬断	10
酸甜刺激	10
以右侧为甚	10
香港	10
一条	10
缘达	10
患者缘于今早	10
约三分	10
少许黄涕	10
血压控制不佳	10
淋雨	10
患者于半小时	10
行走尚可	10
硫	10
列	10
右侧面瘫	10
无咳粉红色粘液痰	10
用黛力新	10
重来诊	10
紧张时	10
发现咳嗽	10
左足部扭伤	10
丹皮酚软膏	10
局部注射	10
承	10
阴道炎症	10
复犯	10
心脏起搏器安装术	10
紧张尤明显	10
坐车时	10
卵巢畸胎瘤剔除术	10
边缘锐利	10
入院诊断冠心病窦综合征	10
玉	10
予抗过敏治疗	10
杀虫剂	10
长期留置导尿管	10
肺炎史	10
肠管回声	10
患者半小时前出现头晕	10
摩擦后	10
两天前出现上腹痛	10
尿量不多	10
汀	10
挛缩	10
初发	10
刚才查血	10
极重度混合性肺通气功能障碍	10
高血压無头痛	10
无抽	10
胆管结石	10
服消炎药	10
肝内胆管结石	10
消化道溃疡	10
言语减少	10
服用溴隐亭治疗	10
溃疡史	10
半天前觉畏寒	10
呼吸科住院治疗好转	10
盆底	10
转动颈部	10
医院获得性肺炎	10
经期间伴腰腹痛	10
培养	10
氯氮平	10
产褥期	10
既往有肾结石	10
橘红	10
患儿下午起出现发热	10
子宫输卵管造影	10
隔日	10
后牙食物嵌塞	10
间觉剑突下	10
曾于社区医院就诊	10
躺在床上	10
受影响	10
外院行清宫术	10
右乳腺癌术后	10
淋沥不宣	10
月经淋漓未净	10
颅鸣	10
术后第二	10
休息后症状缓解	10
患者于数天前突然出现头晕	10
患者于半	10
珍	10
患者于两小时前进餐后突发	10
查血尿酸	10
外院精液检查提示	10
汁	10
中耳炎史	10
拔除左下后牙	10
予治疗症状缓解	10
前列	10
前曾有冶游史	10
接回医院	10
固定术后	10
妊娠在外院	10
月经不定时	10
双眼球上翻	10
紧绷	10
分级	10
左侧腰部不适	10
肌瘤剔除术	10
体格	10
到急诊	10
颤动	10
两天干净	10
不稳定型	10
疤痕处	10
未见残留	10
非萎缩性胃炎	10
洗剂	10
不能伸直	10
觉上腹部	10
欲不	10
弥散	10
家人代诉	10
中度积水	10
右腋	10
但觉头晕	10
开始出现咳嗽咯痰少	10
既往有颈椎病病史	10
下腹部阵发性疼痛	10
偶有阵发性	10
自服硝酸甘油后	10
性紫癜	10
极低	10
自服感康	10
阿司匹林过敏	10
间断阴道出血	10
肥厚性	10
否认乙肝	10
固定术	10
手指甲	10
患者半天前出现恶心	10
骨密度	10
腰酸胀	10
酸臭味	10
房缺	10
仍需	10
以下蹲站起	10
磺	10
阿斯匹林	10
酚	10
视病重呼车送我院	10
为进一步检查	10
头面部皮肤出现风团样皮疹	10
但仍有咽痛	10
双侧宫角	10
前臂致疼痛	10
肋骨骨折	10
大腿肿痛	10
今日来我院复诊	10
右上肢抽搐	10
全身酸软	10
失眠多梦易醒	10
我院住院	10
仍哺乳	10
发现右下后牙自发性	10
早期绒毛和蜕膜组织	10
始反复出现咳嗽	10
发现皮肤	10
右踝关节红肿	10
出现颈	10
发现右腋下	10
次免疫治疗	10
上午起间	10
右面部肿痛	10
稳定型	10
顺产一男婴	10
子宫肌瘤术后复查	10
门诊求治	10
患者十余天	10
不慎扭伤致腰痛	10
雨	10
替代治疗	10
胸痛等	10
家属代	10
水痘病史	10
曾进行	10
坠痛	10
患者于半年前开始	10
植入术	10
足月顺产一	10
右上肢痹痛	10
鱼鳞	10
饮食后	10
昨晚出现畏寒	10
薯	10
肾镜碎石取石	10
咳嗽略减轻	10
发现左上后牙肿痛	10
肺癌脑转移	10
有胆结石	10
拨	10
活动义齿	10
高位结扎术	10
疏	10
荔湾医院就诊	10
右足第	10
否认其他药物	10
阵发性钝痛	10
次数较多	10
精索静脉曲张术后	10
下楼梯疼痛	10
全身皮肤痒数天	10
并出现恶心	10
有瘀斑	10
小时胰岛素	10
规律下腹痛	10
强度中	10
回声欠均	10
自服美林后	10
自觉口	10
尿道感染	10
唯乏力	10
现要求输卵管造影检查	10
软组织挫伤	10
界	10
润肤霜	10
黑色素痣	10
妇科就诊	10
住院治疗后好转	10
后瘢痕	10
反复起皮疹伴瘙痒	10
自服药仍然	10
奶粉喂养	10
吃海鲜引起	10
前牙反复	10
泰诺后	10
姐	10
患者于数日前出现左上后牙疼痛	10
自觉下腹坠胀	10
慢支炎史	10
右侧乳房胀痛	10
不肯入院	10
豆腐渣	10
弯	10
前牙牙龈肿胀	10
胸背起皮疹	10
下颌部	10
另一胎	10
后仍反复发热	10
予口服米非司酮后	10
仍持续	10
呈阵发性连声咳	10
四肢风团	10
不眀原因	10
伴肛门	10
进食及	10
患者诉右上后牙疼痛	10
遇到	10
食物嵌入	10
伴渗液	10
伴弹响	10
大腿根部	10
小时前进食时	10
进食辛辣食物	10
照顾	10
避孕套避孕至	10
肠炎病史	10
无名	10
伴有肛门坠胀感	10
喉异物感	10
精神抑郁	10
以双颞侧为	10
极重	10
无咳黄白痰	10
无明显诱因出现肛周	10
房屋	10
窗	10
导致下颌皮肤撕裂	10
以进食时明显	10
小时觉恶心	10
咳嗽剧	10
期梅毒	10
洗肉	10
有浮	10
月经越发	10
黄岐医院就诊	10
苔白腻	10
行相关检查	10
无尿频尿	10
牙齿咬硬物不适	10
呈压迫样	10
向右侧	10
