keys,values
县古城镇东,1
县韦青,1
县长临河镇茶山村卫生室,1
单春芳诊所,1
卫生院阚集,1
礼应,1
县八斗镇九,1
政宏,1
陆还,1
东岗村卫生室,1
县八斗镇赵,1
县八斗镇薛,1
县八斗镇小汤,1
县包小侠中西医结合诊所,1
岘山,1
县八斗镇塅谈村卫生室,1
县长临河镇青阳,1
马厂,1
店埠镇杨,1
店埠镇大,1
桥头集镇刘集,1
峰镇新桥居民委员会卫生室,1
县周银虎,1
县响导乡,1
唯创口腔门诊部,1
县杨冰玲诊所,1
桥头集镇马,1
桥头集镇红光,1
桥头集镇竹,1
桥头集镇小韩,1
耿明,1
桥头集镇三,1
老庙乡黄,1
县杨店乡大,1
县杨店乡向阳,1
黄栗分院,1
县杨店乡,1
县曹俊伍,1
镇黄祠村卫生室,1
县牌坊回族满族乡三,1
肖圩,1
相山区刘,1
相山区人民医院,1
老庙乡朱庄村卫生室,1
桥头集镇桐山村卫生室,1
宫为,1
区九龙岗镇王楼村卫生室,1
完绍,1
界首协和医院,1
洪礼儿科诊所,1
镇大费,1
单龙寺镇,1
毛集镇,1
店埠镇桑元,1
洛河镇胡圩社区卫生服务站,1
众兴乡谢岗村卫生室,1
区大通,1
支架,1
店埠镇桑园社区卫生室,1
陈家岗,1
集团选煤,1
集团潘集,1
区潘,1
撮西,1
龙塘社区卫生服务站,1
远望瀚城社区卫生服务站,1
众兴乡,1
于士红,1
县牌坊回族满族乡尖庙村卫生室,1
海润丝绸发展有限公司,1
游智勇诊所,1
县孙超诊所,1
滁州市第二人民医院,1
长征康复医院,1
集团职教,1
集团淮选厂,1
集团机械总厂门诊部,1
九一0,1
淮北杜集,1
市相山,1
滁州市第一人民医院,1
泾县城关,1
市相山区,1
三妙分院,1
市第四人民医院便民诊所,1
和拘留所,1
医院驻潜山县看守所,1
余井镇,1
潘夏元中医诊所,1
梁世斌中医诊所,1
西涧分院,1
滁州市第五人民医院,1
防疫和食品药品,1
特种,1
新垅村卫生室,1
贡分院,1
九十七,1
皇甫分院,1
泾县实验小学医务室,1
芳草园社区卫生服务站,1
皇甫乡,1
南谯区大柳,1
乌衣镇,1
乌衣人民医院,1
滁州同济,1
滁州卷烟厂医务室,1
滁州协和医院,1
办事处万霖,1
集团总,1
南谯区黄泥岗镇,1
发能国际城社区卫生服务站,1
孔集,1
市疾控预防控制中心综合门诊,1
烈山镇,1
市烈山区宋疃镇,1
桥镇菊花园社区卫生服务站,1
连虹,1
泾县桃花潭镇,1
泾县桃花潭镇后岸村卫生室,1
厚岸,1
深渡镇三,1
林巷村卫生室,1
涡阳县涡北街道,1
镇汪金桥村卫生室,1
土楼社区卫生服务站,1
泗县贺氏中医诊所,1
瓦坊乡王集,1
瓦坊乡吴宅村卫生室,1
瓦坊乡,1
泗县桃花源,1
泗县富强,1
宏昌肛泰肛肠诊所,1
泗县妇幼保健院,1
泗县妇幼保健计划生育服务中心,1
乡马宅村卫生室,1
乡杨集,1
时圩村卫生室,1
乡赵集,1
泗县博爱,1
泾县榔桥,1
泾县榔桥镇,1
洑世,1
涡阳县城关镇杨,1
石冬莲妇科诊所,1
梅继,1
王灿波中医诊所,1
章广,1
集团潘,1
社区卫生服务中心驻三,1
涡阳县楚店镇前,1
涡阳县城关镇董保山,1
浍康诊所,1
涡阳县城关镇李氏中医骨伤诊所,1
旗杆村卫生室,1
涡阳县城关街道办事处南关社区卫生服务站,1
涡阳县城关张俊恒,1
涡阳县人民医院第二,1
赵庄村委会卫生室,1
涡阳县人民医院第一,1
成华盲人,1
兴华妇女儿童医院,1
涡阳同济医院,1
洪巷镇,1
集团望峰,1
陇社区卫生室,1
潜山县梅,1
双峰分院,1
田家庵陈洪,1
王琳儿科诊所,1
涡阳协和医院,1
沟镇东方,1
七矿,1
泾县云,1
草沟镇,1
田家庵发电厂医务室,1
涡阳县龙山镇东,1
李郢孜,1
王炜炜口腔诊所,1
王忠传全科,1
王小妹,1
王婷中医诊所,1
王国涛中医诊所,1
王咏梅中医诊所,1
王呈元中医,1
吉录中医诊所,1
潜山县痘姆乡红星村卫生室,1
爱英内科诊所,1
王其英中医诊所,1
花园村第二卫生室,1
玄庙镇,1
玄庙镇红星村第二卫生室,1
玄庙镇大寨,1
狸桥镇金凤,1
牛春荣,1
牛春荣西医内科诊所,1
父母心,1
王爱勤中医诊所,1
王先伟诊所,1
王习之,1
王飞中医内科诊所,1
美联邦医疗整形美容门诊部,1
王恒产,1
王淑花妇科诊所,1
王露露西医内科诊所,1
琅琊胜男,1
王之彬中医诊所,1
田家庵武,1
田家庵崔振标中医诊所,1
田家庵周爱华诊所,1
镇徐洼村卫生室,1
田家庵刘森邦,1
徐玉轩中医诊所,1
瑶海恒康中西医结合门诊部,1
王树茂,1
福纯中医诊所,1
王群峰,1
王标口腔门诊部,1
西涧街道办事处,1
高郢,1
郑郢,1
街道沿河村卫生室,1
街道办事处沿河村卫生室,1
琅琊区人民医院,1
琅琊乐,1
春中医皮肤科诊所,1
滨湖韶山路门诊部,1
滨湖嵩山路门诊部,1
尤振超中医诊所,1
灵璧县虞姬乡范,1
灵璧县虞姬乡田,1
烟墩街道鲍岗村卫生室,1
许丽丹,1
祥雨,1
李淑媛内科诊所,1
曾召端中医诊所,1
敬贤堂中医门诊部,1
预防接种保健门诊部,1
镇丁楼村王,1
小集,1
四铺镇张,1
于继周,1
丁启彬中医诊所,1
四铺镇,1
成名郡社区卫生服务站,1
街道橡绿园社区卫生服务站,1
潜山市疾病预防控制中心预防医学门诊部,1
潜山市五,1
潜山,1
潜山县龙潭乡,1
龙坦村卫生室,1
王永茂中医诊所,1
灵璧县人民医院驻看守所拘留所,1
潜山县黄柏,1
街道牌楼村卫生室,1
张月兰,1
烈山区杨庄,1
玄庙村卫生室,1
炉桥,1
灵璧灵,1
灵璧恒贞,1
灵璧县高楼镇高庄村卫生室,1
灵璧县虞姬乡黄岗村卫生室,1
云慧,1
霸离,1
程春荣中医诊所,1
虞姬,1
潜山县黄泥镇,1
美刻医疗美容诊所,1
化肥厂社区卫生服务站,1
灵璧县虞姬乡朱,1
灵璧县虞姬乡后,1
八岔路门诊部,1
凌巷村卫生室,1
乡李言村卫生室,1
灵璧县虞姬乡陈埝村卫生室,1
潜山县百信,1
灵璧县虞姬乡胡,1
燕霞,1
吉丽华中医诊所,1
乡王集,1
第九人民医院,1
精益眼镜有限公司,1
邦厚,1
七十埠,1
墩堰,1
华盲人,1
卫生院第二执业点,1
郎溪县凌笪乡钱,1
郎溪县凌笪乡王,1
郎溪县凌笪乡王根锁,1
邢根水西医内科诊所,1
县双河镇双河街道下,1
郎溪县凌笪乡独山村卫生室,1
郎溪县凌笪乡双庙村卫生室,1
凌笪,1
郎溪县凌笪乡侯,1
郎溪县凌笪乡下,1
乐宇康护理院,1
郁美医疗美容诊所,1
邹贵,1
邹翠芳中医诊所,1
邱宏彪诊所,1
郎溪县凌笪乡汤,1
涧下,1
黄榜,1
博康源,1
马荡,1
邓永昌,1
皮坊村,1
县麻埠镇金,1
龙狮桥乡前进村卫生站,1
诸葛梅中医诊所,1
过风楼镇徐家店村卫生室,1
中心卫生院第二执业点,1
郑兆茂中医诊所,1
铜陵县东联,1
郑福记内科诊所,1
国际卢氏中医门诊部,1
分院第二门诊部,1
金盈中医诊所,1
崔素梅中医诊所,1
郭士君,1
燕子河镇蔡畈村卫生站,1
槐树湾乡长冲村卫生室,1
县梅山镇马店村卫生站,1
县梅山镇新,1
县梅山镇小,1
洪冲,1
枣冲,1
县梅山镇三,1
区五环,1
钱宝荣,1
裴世斌诊所,1
芦桂芝妇科诊所,1
成斌诊所,1
郭桂荣中医诊所,1
郭之才,1
郭世荣,1
郝朝,1
郜丙太,1
起台镇徐庄村卫生室,1
赵雪芳妇科诊所,1
赵金环,1
资扬肛肠痔瘘诊所,1
许玉朋西医内科诊所,1
许庶中医诊所,1
訾树文,1
许旭东,1
解放街道,1
视瑞眼耳鼻喉专科门诊部,1
观音堂中西医结合诊所,1
见瑞兰妇科诊所,1
西涧花园社区卫生服务站,1
安居苑社区卫生服务站,1
西卅店镇,1
薛阁办事处陈辉卫生室,1
宋瑾诊所,1
淄博旭雅,1
郭敏诊所,1
王慧琳中医诊所,1
鼓楼街道徐,1
育堂诊所,1
鼓楼街道孙应怀,1
亚忠中西医结合诊所,1
吴超诊所,1
街道谈成英诊所,1
三里街社区卫生服务站,1
高仲群口腔诊所,1
许耀微笑口腔门诊部,1
鼓楼街道晁敏诊所,1
顺敬,1
西关街道供电,1
赵敏,1
李咀孜,1
赵屯镇杜各,1
贾廷飞中医诊所,1
贾少华,1
贺疃镇李庄村卫生室,1
贺志宰中医诊所,1
镇黄塘村卫生室,1
菲凡,1
赵莹莹中医诊所,1
郭纯玺中医诊所,1
郭明,1
办事处警苑社区卫生服务站,1
褚家朴中医,1
阜阳市,1
黄灿云,1
治邦,1
冯侠中医个体诊所,1
谯城傅氏秘灸,1
谭棚惠民,1
谢辉内科诊所,1
区谢家,1
馨莲,1
阜阳洁康口腔医院,1
雨山区向,1
区李郢孜,1
镇马冲村第一卫生室,1
董岗分院,1
天祥中医内科诊所,1
陆敏,1
陆俊虎,1
奇椎间盘,1
颍淮护理院,1
阜阳经济技术开发区,1
阜阳糖尿病医院,1
淮望,1
卢氏中医,1
雨山区采石,1
佳山乡汤,1
张玲中西医结合诊所,1
花戏楼办事处刘春,1
山镇落星村卫生室,1
阜阳市人民医院,1
阜阳市颍州,1
阜阳市颍州区马,1
阜阳市颍州区袁集镇,1
阜阳市颍州区九龙镇,1
三十里铺镇,1
河东街道办事处张,1
办事处闫,1
阜阳市第二人民医院驻阜阳市看守所,1
谢向阳,1
杨国银眼耳鼻喉医院,1
阜阳欧亚泌尿专科门诊部,1
汤陵办事处吴,1
阜阳同济医院,1
陆素琴妇科诊所,1
陈应珍西医内科诊所,1
镇马冲村第二卫生室,1
陈敏妇科诊所,1
与儿,1
雨山街道半山,1
街道九华,1
阜阳市汽运集团职工医院,1
办事处十八里铺行政村卫生室,1
铜陵市郊区妇幼保健,1
铜陵市五松,1
百草堂大药房连锁有限责任公司长江,1
陶绍,1
陶志伦西医内科诊所,1
陶建萍中医诊所,1
陡沟镇金,1
陡沟镇五一,1
陈荣胜,1
陈良斌诊所,1
陈秀珍妇科诊所,1
陈现廷中医内科诊所,1
陈玉超西医内科诊所,1
眼病专科门诊部,1
陈桂林,1
陈氏康乐,1
陈斌中医诊所,1
陈文华中医内科诊所,1
一秒医疗美容门诊部,1
县鹿城镇白果,1
县鹿城镇,1
县鹿城镇姬庒村卫生室,1
铜陵杏林中医,1
王春华外科诊所,1
泉颍,1
西湖校区,1
陶恒,1
铜陵市郊区,1
丰收门,1
传染病防治,1
梅塘,1
梅塘社区,1
开发区何文彬,1
井巷,1
医药销售有限公司,1
铜陵市郊区悦康,1
铜陵市宝芝林,1
业管理,1
铜陵市人民医院,1
和堂综合门诊部,1
镇联盟村第一卫生室,1
乡汤圩村卫生室,1
上元堂药店,1
铜陵县老洲,1
铜陵县妇幼保健,1
郊区妇幼保健,1
锦庭苑普通专科门诊部,1
官塘社区,1
铜陵市郊区老洲镇桃源,1
区胥坝乡前,1
隋振玉,1
陶瑞,1
镇麻园村卫生室,1
新城办事处联盟村第一卫生室,1
珙县洛表镇金光,1
城镇李,1
曾老庄,1
县彭益,1
闻新,1
陈国富,1
长丰县罗塘乡邵,1
长丰县杨庙镇,1
朱巷社区,1
岗集镇土,1
岗集镇三十埠社区卫生服务站,1
经济技术开发区万春,1
街道潘芳口腔诊所,1
长丰县双墩镇汪岗村卫生室,1
长丰县双墩镇新集,1
夏店,1
长丰县人民医院驻长丰县看守所,1
长丰县下塘镇顾圩村卫生室,1
长丰县下塘镇韩岗村卫生室,1
长丰县下塘镇青,1
长丰县下塘镇,1
长丰县下塘镇牌坊村卫生室,1
长丰县下塘,1
镜湖区居,1
萧县圣泉乡,1
萧县高,1
长丰县双墩镇白,1
县柴集镇,1
萧县圣泉乡郑腰庄,1
萧县圣泉乡薛庄村,1
钜鹿,1
眼病康复医院,1
萧县白土,1
安粮口腔诊所,1
安粮健康诊所,1
萧县城隍庙,1
萧县圣泉乡郭庄,1
芦屯,1
街道紫竹林,1
萧县协和医院,1
老年公寓综合门诊部,1
芜湖镜湖颐乐堂医养结合,1
菱湖社区卫生服务站,1
莫少凡中医诊所,1
荣耀老年公寓医务室,1
荆山街道,1
瑞振,1
范玉振,1
范文仕,1
镇红桥村卫生所,1
萧县黄,1
芜湖皖江口腔门诊部,1
葛集镇贾寨,1
泗旺,1
舒城县城关镇三拐塘,1
教工医务室,1
王集乡邱朱,1
王集乡庞沟村卫生室,1
蒙城县漆园社区卫生服务中心,1
马店村卫生室,1
葛韩寨村卫生室,1
代尧,1
蒙城县小辛集乡吕望,1
郭店村卫生室,1
蒙城县妇幼保健计划生育服务中心,1
蒙城县城关社区卫生服务中心,1
城镇范集,1
马洼村卫生室,1
蒙城县三义,1
蒙城协和医院,1
蒙城东方,1
蒋邦琼,1
蒋苏珍中西医结合诊所,1
董汝明西医内科诊所,1
董根水西医内科诊所,1
葛集镇高,1
葛集镇毛雷庄,1
辰,1
珠儿,1
方来喜,1
胡尚,1
港镇老,1
芜湖现代妇科,1
芜湖玛丽娅医院,1
芜湖曙光,1
舒城县疾控中心预防医学,1
精密,1
杭埠镇,1
镇汪冲村卫生室,1
张母桥镇长冲村卫生室,1
同庆路社区卫生服务站,1
葛先亮诊所,1
葛集镇窦集,1
服务中心施家洼,1
舒城县五显,1
博爱老年公寓医务室,1
仁爱医院有限公司,1
胡锡,1
胡祥彬诊所,1
胡祖焰诊所,1
胡湘频中医妇科诊所,1
胡正国,1
干汊河镇,1
杨先甦诊所,1
永康门诊部,1
小商业,1
陶海军诊所,1
汇名,1
东风街道东风社区卫生服务站,1
县长岗,1
聚星街道,1
县董岗,1
舒茶,1
舒建国,1
舜耕镇赵店,1
峨桥镇佘,1
新兴铸管,1
市第一人民医院第二门诊部,1
得堂中医门诊部有限公司,1
优堂中医诊所,1
市弋江区白马,1
市弋江区火龙,1
市弋江区火龙岗镇白马村卫生室,1
基督教爱国,1
养元堂大药房中医坐堂医诊所,1
岗埠村卫生室,1
龙湖街道社区卫生服务中心,1
山街道孙,1
芜湖众和医院,1
湾沚镇罗,1
十里店,1
肥西董必成,1
湾沚镇长岗村卫生室,1
天桥街道社区卫生服务中心,1
尉迟寺村卫生室,1
湾沚镇永红,1
渡槽老年护理院,1
湾沚镇新圩村卫生室,1
湾沚镇新华,1
湾沚镇宋,1
医院驻芜湖,1
医院驻芜宣机场,1
蒙城县白杨林场,1
立仓,1
长岗分院,1
湾沚镇新联村卫生室,1
丽诚养老服务中心,1
镇新诚口腔诊所,1
蚌山区黄,1
镇张鹏中医诊所,1
嘉利豪庭社区卫生服务站,1
街道汪能尧,1
中医肾病必松,1
袁忠奎中医诊所,1
袁寨,1
袁兰,1
蚌埠经济开发区王文萍口腔诊所,1
镇李先兵,1
高新区疾病预防控制中心,1
跃荣,1
国际胡于祥诊所,1
汪晓梅,1
蚌埠肿瘤医院,1
蚌埠经济开发区顾氏诊所,1
锦绣社区卫生服务站,1
视光眼科诊所,1
臻和堂中医门诊部,1
美之美容整形外科诊所,1
罗氏口腔诊所,1
镇赵瑜贵中西医结合诊所,1
镇马梦,1
响铃庵社区卫生服务站,1
蚌埠韩美美莱,1
蚌埠远大肛肠门诊部,1
渡养老护理院,1
区老吾老,1
独山镇黄,1
店镇青山村卫生室,1
区徐集镇,1
区张永清,1
平桥街道社区卫生服务中心,1
平桥乡青松,1
胡才,1
平桥乡彭德胜,1
平桥乡郑,1
小圩村卫生室,1
蚌埠经济开发区永济堂中医诊所,1
庆玲中西医结合诊所,1
平桥乡尹振秀,1
郭厚刚诊所,1
程含钧中医诊所,1
祝宜敏,1
区小华山街道曾功权,1
新区小区,1
一品戚华中西医结合诊所,1
平桥乡老年护理院,1
平桥乡徐,1
广鹏中医诊所,1
肥西潘玉梅中西医诊所,1
子湖区张家,1
和煦幸福,1
子湖区幸福,1
子湖区姬氏肛肠专科门诊部,1
雅博口腔诊所,1
计免门诊部,1
子湖区人民医院,1
治淮巷社区卫生服务站,1
立方医疗美容诊所,1
蚌埠装甲兵,1
蚌山区疾病预防控制中心,1
蚌埠市经济开发区朱氏中医门诊部,1
第二人民医院派驻,1
华澳内科诊所,1
蚌埠市第一人民医院,1
卢云,1
疏浚医院,1
蚌埠市企业职工疾病研究所,1
蚌埠商业,1
中医皮肤病防治,1
蔡秀丽,1
瑞康综合门诊部,1
鹤庵村卫生室,1
柴河村卫生室,1
许疃村卫生室,1
子湖区张,1
放明中医诊所,1
子湖区李楼乡韩葛,1
蚌埠现代,1
蚌埠经济开发区杏林中医诊所,1
仁柱中西医结合诊所,1
蚌埠经济开发区李,1
智慧锦城,1
蚌埠经济开发区唯美美容整形外科诊所,1
蚌埠经济开发区卓美,1
船厂医院,1
明西街道办事处王,1
蚌埠现代妇科,1
安徽国际旅行,1
分公司附属,1
瑞泰中西医结合诊所,1
子湖区杨,1
蚌埠淮,1
蚌埠普济医院,1
蚌埠普济,1
蚌埠显臣中医骨科,1
蚌埠干部,1
子湖区郭传华中医诊所,1
子湖区赵明诊所,1
蚌埠市第二人民医院,1
蚌埠经济开发区九龙口腔门诊部,1
蚌埠经济开发区刘,1
草深,1
泗县人民医院驻,1
泗县人民医院驻泗县,1
泗县东关,1
安徽省军,1
安徽省临泉,1
丰澍堂中医馆有限公司巢湖,1
安徽盛世百年大药房连锁有限公司,1
安徽皖北煤电集团总医院,1
子湖区解,1
蚌埠市第一人民医院驻蚌埠市看守所,1
凯旋,1
安徽瑞轩堂中医门诊部,1
肛肠消化,1
蚌埠慈铭,1
春晖老年,1
安徽淮海,1
圩电力实业有限责任公司,1
安徽淮南,1
老百姓医药连锁有限公司,1
安徽泰康拜博口腔医疗投资有限公司包河,1
安徽沃瑞眼科,1
医疗服务有限公司蜀山,1
医疗服务有限公司包河,1
合肥瑶海临泉,1
清源综合门诊部,1
纺织有限公司职工医院,1
安徽慈济医疗投资管理有限公司,1
医疗投资有限公司庐阳,1
康魁,1
安徽省儿童医院,1
安徽省创面与显微外科技术研究院附属中医骨伤医院,1
安徽省蚌埠市汽车运输集团有限公司职工医院,1
园艺一,1
安徽省舒城县妇幼保健,1
安徽省老龄委,1
安徽疏浚医院,1
安徽慧众,1
安徽电力修造有限公司,1
安徽省水,1
附属中医诊所,1
安徽省残疾人康复研究,1
圩农场,1
新华印刷股份有限公司,1
贵池,1
安徽省性学,1
安徽省当代,1
工人半汤温泉,1
安徽省百姓缘大药房连锁有限公司,1
安徽省淮南,1
安徽省外经,1
县杨庙乡田,1
安徽清源,1
小王庄,1
县杨庙乡孟,1
桥镇磨盘,1
县宋店,1
立健康管理有限公司包河分公司综合门诊部,1
大药房连锁有限公司劳动路店中医坐堂医诊所,1
安徽尊康,1
安徽省国营,1
然村卫生室,1
安徽省立医院,1
子湖区百草灵,1
菊园路店,1
庆市第三人民医院,1
光口腔医院,1
宜秀区五,1
近圣,1
区菱湖街道社区卫生服务中心,1
区菱湖社区卫生服务站,1
荣升社区卫生服务站,1
区碟子,1
油化路社区卫生服务站,1
庆市立医院驻,1
安徽省荣军,1
棋杆社区卫生服务站,1
玲口腔诊所,1
庆华棋江,1
东风路药房中医坐堂医诊所,1
市人民医院驻,1
季景山,1
孟凡,1
路街道社区卫生服务站,1
孝肃,1
孙琳琳中医骨伤诊所,1
四方城社区卫生服务站,1
何宏敏中医诊所,1
庆市红十字会博爱医院,1
安徽省血吸虫病防治研究所,1
宜秀区白,1
庆市拘留所,1
庆市精神病医院,1
三递健康管理有限公司,1
安徽国胜,1
高等专科学校医院,1
研究院有限公司医务室,1
生物经济,1
安徽信息工程学院,1
通轮胎有限公司,1
安徽佳,1
安徽亿嘉菊,1
宜秀区菱北办,1
丽妍颐灸堂中医,1
庆市看守所,1
乡独秀,1
许其,1
刘仕忠中医门诊部,1
庆贝尔口腔门诊部,1
庆维多利亚,1
庆现代妇科,1
庆市迎江,1
西湖社区居民委员会卫生室,1
龙狮,1
合肥卷烟厂卫生所,1
临床研究,1
富堨镇青山村卫生室,1
正华肛肠专科,1
众兴镇,1
寿县三觉镇冯楼村卫生室,1
德芝皮肤病防治,1
宿州市金海,1
宿州市汽车运输有限责任公司货运分公司医务室,1
团结闸管理,1
宿州市,1
宿州市残疾人康复医院,1
春光社区卫生服务站,1
道东街道,1
美庐,1
薛园社区卫生服务站,1
宿州市埇桥区蒿沟乡,1
西关街道环宇社区卫生服务站,1
福利按摩,1
宿机,1
雪枫,1
宿州市埇桥区埇桥街道,1
仙桥社区,1
宿州市埇桥区埇桥街道东,1
仙桥社区卫生服务站,1
罗冲村卫生站,1
安徽国防,1
乐堂大药房有限公司,1
宿州贝斯,1
众兴镇东岳,1
禹临,1
寿县小,1
迎河镇,1
迎河镇李,1
迎河镇朱祠村卫生室,1
迎河镇新墙村卫生室,1
迎河镇双碑村卫生室,1
天使医疗美容门诊部,1
镇谢墩村卫生室,1
安徽省邻加,1
涧沟镇,1
宿州市埇桥区埇桥,1
镇青峰敬老院,1
舒巷社区卫生服务站,1
荆塘村卫生室,1
桓店村卫生室,1
天岗村卫生室,1
叶套村卫生室,1
塘镇柿元,1
圩分院,1
三里社区卫生服务站,1
甸镇李,1
寿县隐贤镇姚祠村卫生室,1
凉亭镇,1
湾沚镇豹山村卫生室,1
三里湾街道纺织,1
湾沚镇新建,1
吴国涛口腔诊所,1
寿县双庙,1
岗镇双枣,1
合众京,1
宿州协和医院,1
美口腔医院,1
宿州信,1
城镇解放村卫生室,1
城杏林,1
宏远中医诊所,1
医院第二执业点,1
曙宏,1
官庄镇吴集,1
官庄镇刘楼村张,1
宋祖贵,1
宋志民,1
宋先,1
齿口腔门诊部,1
安徽财贸职业学院,1
安徽蚌埠皖太,1
堂峏山,1
安徽至,1
官陡,1
街道社区卫生服务中心驻宣城,1
刘集镇张,1
高新庄,1
堰口镇八,1
宣城市妇女儿童医院,1
宣州区鳌峰街道,1
医疗咨询有限公司,1
安徽知未,1
高级人民法,1
乐符,1
医疗有限责任公司巢湖,1
定远协和医院,1
定远博瑞,1
定远县三,1
合肥阜阳,1
宣州区孙埠镇,1
星外国语学校卫生室,1
吴圩镇,1
宣州区双桥街道社区卫生服务中心,1
纺织厂职工医院,1
康视五官,1
宣城市纺织厂职工医院,1
宣城市第十三,1
宣城市看守所,1
宣城市疾病预防控制中心,1
宣州区狸桥镇,1
上派路门诊部,1
同翔,1
宜秀区张,1
孙威威,1
周寨镇周寨村卫生室,1
定远县高塘,1
定远县藕塘镇下马埠社区卫生服务站,1
定远县看守所,1
定远县界牌,1
桥镇高塘社区卫生服务站,1
九梓分院,1
孙旭皮肤病,1
孙志才中医内科诊所,1
孙小,1
周寨镇周楼,1
德尔美客润泰,1
清溪洁美口腔诊所,1
亮皮肤病防治,1
周世忠中医门诊部,1
周世忠中医,1
呈坎镇,1
吴金凤,1
吴美珍内科诊所,1
吴绪宏,1
吴礼怀,1
吴琦中医诊所,1
品园,1
周寨镇周寨村第二卫生室,1
桥镇马圩村卫生室,1
陶厂镇,1
吴小华诊所,1
运漕镇,1
运漕,1
含山县仙踪镇六,1
含山县仙踪中心卫生院,1
吕清,1
吕淑芳中医诊所,1
吕学侠中医妇科诊所,1
吴世宏儿科诊所,1
戴氏骨科,1
周寨镇周,1
县城关镇杨,1
定远友好医院,1
县城关镇张玉珍中医诊所,1
县城关镇垓下,1
县城关镇周秀荣,1
县城关镇刘凤鸣,1
县城关镇丁,1
乔口腔诊所,1
刘集镇顾庄村,1
周寨镇张,1
后于楼村卫生室,1
吴正华中医诊所,1
康惠综合门诊部,1
欧圩村卫生室,1
堰口镇高,1
镇永丰,1
桥镇五星村卫生室,1
唐雨,1
唐应根中西医结合诊所,1
桥镇高庙村卫生室,1
桥镇红旗,1
桥镇徐鲍,1
兴举,1
功桥镇,1
才全科,1
健洁口腔门诊部,1
芳邻,1
周寨镇,1
合肥麦缇丝口腔医疗管理有限公司庐阳,1
百草街,1
合肥高新区永信中医门诊部,1
合肥高新区杨慧,1
黄立权中医诊所,1
韦旱平,1
合肥瑶海郁玲玲诊所,1
贾文彬诊所,1
贾德义,1
周玉兰妇科诊所,1
李淑然,1
高庙分院,1
浩然西医内科诊所,1
桥镇吴,1
梁蕴门诊部有限公司,1
梧桐嘉园,1
付后,1
世佳口腔门诊部,1
合肥瑞金肛肠医院,1
合肥瑞,1
合肥现代妇科,1
合肥燃气集团有限公司医务室,1
合肥温斯罗,1
河畔雅居,1
苏雪飞诊所,1
合肥曙光植发,1
好医综合门诊部,1
米智慧综合门诊部,1
合肥时代,1
高新技术产业开发区磨店乡蔡岗村卫生室,1
高新技术产业开发区磨店乡群,1
龙岗史,1
公司医学美容诊所,1
合肥睿澳健康管理有限公司庐阳橡树湾,1
康健康体检管理有限公司滨湖,1
慧康中西医结合门诊部,1
漕冲,1
云艳中医诊所,1
源液压股份有限公司,1
宫君外科诊所,1
长岗社区卫生服务中心,1
信康中西医结合门诊部,1
合肥艾尚美医疗美容门诊部,1
合肥翡翠,1
合肥美,1
合肥精悦口腔门诊部,1
合肥美奥口腔门诊部有限公司濉溪,1
合肥美奥口腔门诊部,1
美佳贝口腔诊所,1
医疗服务有限公司庐阳,1
合肥美佳贝,1
合肥铸康中西医结合门诊部,1
中心卫生院便益,1
长岗,1
合肥经济技术开发区徐坤中医诊所,1
庐,1
合肥经济开发区,1
云之,1
县城关镇薛晓,1
位湖,1
刘宪章,1
官桥分院,1
太和县马集乡马集,1
合肥经济技术职业学院,1
桥镇官,1
姚月华中医诊所,1
于洼,1
刘正,1
河街道望城社区卫生服务站,1
沈维书,1
郑伟诊所,1
洛河镇陈郢,1
洛河镇陈庄村卫生室,1
洛河镇王庄村卫生室,1
祝涧,1
龙门诊部,1
区李永春,1
窑镇红光,1
金楠肾病专科,1
大观程谦文,1
王福森中医诊所,1
王志春,1
王娟中医诊所,1
凯中西医诊所,1
中心卫生院谕兴,1
乔田,1
区戴长贵,1
俞步顺,1
中心卫生院釜山,1
寿县大,1
戈墙,1
镇老嘴村卫生室,1
城关张贺涛,1
姥桥镇红光,1
姜玉春肛肠诊所,1
姜伟中医诊所,1
姚亚军中西医结合诊所,1
如俊中医诊所,1
虹桥居委会卫生室,1
县百里镇,1
龙山路中医门诊部,1
太和县赵集乡王,1
县杨庙乡澥南,1
大观何家,1
镇三角元,1
开发区袁洼村卫生室,1
太和县妇幼保健计划生育服务中心,1
太和县城关镇敬老院,1
太和县城关镇张浩,1
太和县五星,1
山街道红星社区卫生服务站,1
戴勤中医诊所,1
徐汝代,1
张宏贵,1
市铜城镇马,1
埇桥区支河乡,1
李云清,1
兴镇敬老院,1
孙世明中医诊所,1
埇桥区,1
湾里村卫生站,1
村陈红,1
于怀珍中医诊所,1
镇谢炉村,1
岗孜,1
寺包,1
埇桥区蒿沟乡汴南,1
埇桥区蒿沟乡后场村卫生室,1
栏杆,1
海口镇冯,1
埇桥区大营镇大营村卫生室,1
县杨庙乡蒋,1
崔庄,1
圣康中医诊所,1
街道前锋,1
康惠康复医院,1
姚宋,1
沟镇李楼村,1
沟镇张湾村赵庄,1
沟镇大,1
孟庄,1
中医推拿针灸诊所,1
县杨庙乡桑园村,1
侯学田,1
李英妇科诊所,1
张超峰中西医结合诊所,1
城北街道办事处高庙村卫生室,1
屯镇傅庄村张才猛,1
屯镇傅庄村,1
大桥镇大桥村卫生室,1
大庆路社区卫生服务站340304PDY99258117B2001,1
大兴集乡李,1
夏宇中医诊所,1
夏劲松,1
夏传发,1
闫桂兰妇科诊所,1
刘婷婷中西医结合诊所,1
寿县隐贤镇,1
